# Atomic	number	Z=	34	Date:31-10-2019							
											
# Record	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	Rate(1/s)	Width(eV)	Peso
5492	M4	7	5	--->	N1	3	3	3.677449E+01	1.817400E+02	1.196234E-13	
5493	M4	7	5	--->	N1	5	1	4.512326E+01	4.232270E+01	2.785731E-14	
5494	M4	7	5	--->	N1	5	2	4.070820E+01	5.455030E+03	3.590566E-12	
5495	M4	7	5	--->	N2	1	1	5.248856E+01	4.062650E-01	2.674085E-16	
5496	M4	7	5	--->	N2	3	1	5.613782E+01	2.194730E-03	1.444597E-18	
5497	M4	7	5	--->	N2	3	2	5.397943E+01	1.473010E+00	9.695528E-16	
5498	M4	7	5	--->	N2	3	3	5.239080E+01	1.639280E-01	1.078994E-16	
5499	M4	7	5	--->	N2	5	1	5.391704E+01	3.814280E+07	2.510605E-08	
											
4810	M5	1	1	--->	N1	1	1	4.166555E+01	3.481020E-06	2.291249E-21	
4811	M5	1	1	--->	N1	1	2	3.541859E+01	7.862940E-08	5.175481E-23	
4812	M5	1	1	--->	N1	1	3	3.333517E+01	3.060830E-06	2.014675E-21	
4813	M5	1	1	--->	N1	3	1	4.175641E+01	2.878660E+03	1.894768E-12	
4814	M5	1	1	--->	N1	3	2	3.763065E+01	5.772020E+02	3.799212E-13	
4815	M5	1	1	--->	N1	3	3	3.362601E+01	8.363150E+03	5.504725E-12	
4816	M5	1	1	--->	N1	5	1	4.197479E+01	1.457110E+03	9.590872E-13	
4817	M5	1	1	--->	N1	5	2	3.755972E+01	3.939780E+01	2.593210E-14	
4818	M5	1	1	--->	N2	1	1	4.934008E+01	9.360340E+08	6.161088E-07	
4819	M5	1	1	--->	N2	3	1	5.298934E+01	9.020100E+08	5.937138E-07	
4820	M5	1	1	--->	N2	3	2	5.083096E+01	5.159840E+08	3.396268E-07	
4821	M5	1	1	--->	N2	3	3	4.924233E+01	4.202890E+08	2.766392E-07	
4822	M5	1	1	--->	N2	5	1	5.076857E+01	1.801330E+00	1.185657E-15	
4868	M5	1	4	--->	M5	1	1	3.126300E+00	1.132700E+00	7.455567E-16	
4869	M5	1	4	--->	M4	1	2	2.207150E+00	3.080090E-01	2.027352E-16	
4870	M5	1	4	--->	M4	1	3	1.375040E+00	1.491040E-03	9.814203E-19	
4871	M5	1	4	--->	M5	3	1	2.952910E+00	2.233160E+00	1.469893E-15	
4872	M5	1	4	--->	M4	3	2	2.126040E+00	5.131530E-02	3.377634E-17	
4873	M5	1	4	--->	M4	3	3	2.080540E+00	2.048120E-02	1.348097E-17	
4874	M5	1	4	--->	M4	3	4	1.646400E+00	1.355100E-03	8.919430E-19	
4875	M5	1	4	--->	M4	3	5	1.055450E+00	5.323830E-01	3.504208E-16	
4876	M5	1	4	--->	M5	3	6	6.401100E-01	1.814500E-01	1.194326E-16	
4877	M5	1	4	--->	M5	5	1	2.794160E+00	1.502870E-02	9.892070E-18	
4878	M5	1	4	--->	M5	5	2	2.437740E+00	1.155230E-02	7.603862E-18	
4879	M5	1	4	--->	M5	5	3	2.119400E+00	9.318370E-03	6.133462E-18	
4880	M5	1	4	--->	M4	5	4	1.762280E+00	1.854190E-02	1.220450E-17	
4881	M5	1	4	--->	M5	5	5	1.312560E+00	8.331680E-02	5.484011E-17	
4882	M5	1	4	--->	M4	5	6	9.589600E-01	2.613050E-03	1.719941E-18	
4883	M5	1	4	--->	M4	5	7	3.629400E-01	4.398300E-06	2.895014E-21	
4884	M5	1	4	--->	M5	7	1	2.820390E+00	4.597790E-13	3.026320E-28	
4885	M5	1	4	--->	M5	7	2	2.431050E+00	9.528410E-12	6.271713E-27	
4886	M5	1	4	--->	M4	7	3	1.905340E+00	3.486860E-13	2.295093E-28	
4887	M5	1	4	--->	M5	7	4	1.118770E+00	1.809310E-15	1.190909E-30	
4888	M5	1	4	--->	N1	1	1	4.479185E+01	7.881540E-07	5.187724E-22	
4889	M5	1	4	--->	N1	1	2	3.854488E+01	1.845480E-08	1.214717E-23	
4890	M5	1	4	--->	N1	1	3	3.646147E+01	7.274830E-07	4.788380E-22	
4891	M5	1	4	--->	N1	3	1	4.488271E+01	3.227660E-01	2.124484E-16	
4892	M5	1	4	--->	N1	3	2	4.075695E+01	2.601310E+04	1.712213E-11	
4893	M5	1	4	--->	N1	3	3	3.675231E+01	6.399230E+02	4.212050E-13	
4894	M5	1	4	--->	N1	5	1	4.510109E+01	1.248140E+01	8.215406E-15	
4895	M5	1	4	--->	N1	5	2	4.068602E+01	9.045120E+01	5.953606E-14	
4896	M5	1	4	--->	N2	1	1	5.246638E+01	4.210060E+09	2.771112E-06	
4897	M5	1	4	--->	N2	3	1	5.611564E+01	2.782370E+06	1.831389E-09	
4898	M5	1	4	--->	N2	3	2	5.395726E+01	1.117270E+09	7.354005E-07	
4899	M5	1	4	--->	N2	3	3	5.236863E+01	4.946890E+07	3.256102E-08	
4900	M5	1	4	--->	N2	5	1	5.389487E+01	3.845830E+00	2.531371E-15	
4937	M5	3	1	--->	M5	1	1	1.733900E-01	2.641260E-02	1.738509E-17	
4938	M5	3	1	--->	M5	9	1	1.707800E-01	3.114390E-20	2.049929E-35	
4939	M5	3	1	--->	N1	1	1	4.183894E+01	9.439590E+02	6.213251E-13	
4940	M5	3	1	--->	N1	1	2	3.559197E+01	7.966910E+01	5.243915E-14	
4941	M5	3	1	--->	N1	1	3	3.350856E+01	1.760340E+03	1.158677E-12	
4942	M5	3	1	--->	N1	3	1	4.192980E+01	7.229750E+03	4.758708E-12	
4943	M5	3	1	--->	N1	3	2	3.780404E+01	4.430290E+01	2.916070E-14	
4944	M5	3	1	--->	N1	3	3	3.379940E+01	3.784220E+03	2.490819E-12	
4945	M5	3	1	--->	N1	5	1	4.214817E+01	6.176510E+03	4.065453E-12	
4946	M5	3	1	--->	N1	5	2	3.773311E+01	5.869830E+01	3.863592E-14	
4947	M5	3	1	--->	N2	1	1	4.951347E+01	8.937470E+07	5.882749E-08	
4948	M5	3	1	--->	N2	3	1	5.316273E+01	4.122590E+09	2.713538E-06	
4949	M5	3	1	--->	N2	3	2	5.100435E+01	1.092680E+08	7.192150E-08	
4950	M5	3	1	--->	N2	3	3	4.941571E+01	9.474350E+08	6.236130E-07	
4951	M5	3	1	--->	N2	5	1	5.094196E+01	1.643400E+08	1.081706E-07	
5052	M5	3	6	--->	M5	1	1	2.486180E+00	1.918990E-01	1.263102E-16	
5053	M5	3	6	--->	M4	1	2	1.567040E+00	1.359320E-01	8.947207E-17	
5054	M5	3	6	--->	M4	1	3	7.349300E-01	3.500270E-01	2.303920E-16	
5055	M5	3	6	--->	M5	3	1	2.312800E+00	5.992530E-01	3.944355E-16	
5056	M5	3	6	--->	M4	3	2	1.485920E+00	1.563280E-01	1.028970E-16	
5057	M5	3	6	--->	M4	3	3	1.440430E+00	2.014530E-02	1.325988E-17	
5058	M5	3	6	--->	M4	3	4	1.006280E+00	4.292650E-01	2.825473E-16	
5059	M5	3	6	--->	M4	3	5	4.153400E-01	3.155020E-03	2.076672E-18	
5060	M5	3	6	--->	M5	5	1	2.154040E+00	1.425230E+00	9.381034E-16	
5061	M5	3	6	--->	M5	5	2	1.797630E+00	3.972130E-01	2.614503E-16	
5062	M5	3	6	--->	M5	5	3	1.479290E+00	6.392000E-01	4.207291E-16	
5063	M5	3	6	--->	M4	5	4	1.122160E+00	7.620630E-02	5.015990E-17	
5064	M5	3	6	--->	M5	5	5	6.724500E-01	7.047270E-01	4.638597E-16	
5065	M5	3	6	--->	M4	5	6	3.188400E-01	5.689900E-02	3.745160E-17	
5066	M5	3	6	--->	M5	7	1	2.180270E+00	2.051490E-02	1.350315E-17	
5067	M5	3	6	--->	M5	7	2	1.790940E+00	4.223500E-04	2.779958E-19	
5068	M5	3	6	--->	M4	7	3	1.265220E+00	4.971800E-07	3.272498E-22	
5069	M5	3	6	--->	M5	7	4	4.786500E-01	2.793580E-04	1.838768E-19	
5070	M5	3	6	--->	M5	9	1	2.483580E+00	1.356750E-12	8.930290E-28	
5071	M5	3	6	--->	M5	9	2	1.255200E-01	1.789050E-21	1.177574E-36	
5072	M5	3	6	--->	N1	1	1	4.415173E+01	8.840560E+02	5.818962E-13	
5073	M5	3	6	--->	N1	1	2	3.790477E+01	1.013720E+03	6.672426E-13	
5074	M5	3	6	--->	N1	1	3	3.582136E+01	3.227460E+03	2.124353E-12	
5075	M5	3	6	--->	N1	3	1	4.424259E+01	2.489240E+02	1.638447E-13	
5076	M5	3	6	--->	N1	3	2	4.011683E+01	1.227780E+04	8.081395E-12	
5077	M5	3	6	--->	N1	3	3	3.611220E+01	2.453170E+03	1.614706E-12	
5078	M5	3	6	--->	N1	5	1	4.446097E+01	5.734400E+02	3.774451E-13	
5079	M5	3	6	--->	N1	5	2	4.004591E+01	1.172610E+02	7.718259E-14	
5080	M5	3	6	--->	N2	1	1	5.182626E+01	6.946000E+09	4.571940E-06	
5081	M5	3	6	--->	N2	3	1	5.547553E+01	1.004400E+06	6.611081E-10	
5082	M5	3	6	--->	N2	3	2	5.331714E+01	2.727560E+08	1.795313E-07	
5083	M5	3	6	--->	N2	3	3	5.172851E+01	2.345300E+08	1.543704E-07	
5084	M5	3	6	--->	N2	5	1	5.325475E+01	6.802030E+07	4.477177E-08	
5162	M5	5	1	--->	M5	1	1	3.321400E-01	3.898180E-07	2.565829E-22	
5163	M5	5	1	--->	M5	3	1	1.587500E-01	1.407800E-02	9.266308E-18	
5164	M5	5	1	--->	M5	7	1	2.623000E-02	1.066540E-07	7.020094E-23	
5165	M5	5	1	--->	M5	9	1	3.295400E-01	6.571670E-05	4.325552E-20	
5166	M5	5	1	--->	N1	1	1	4.199769E+01	8.362360E+03	5.504205E-12	
5167	M5	5	1	--->	N1	1	2	3.575073E+01	7.528360E+00	4.955256E-15	
5168	M5	5	1	--->	N1	1	3	3.366731E+01	9.008020E+00	5.929186E-15	
5169	M5	5	1	--->	N1	3	1	4.208855E+01	1.317820E+04	8.674049E-12	
5170	M5	5	1	--->	N1	3	2	3.796279E+01	5.568730E+01	3.665405E-14	
5171	M5	5	1	--->	N1	3	3	3.395815E+01	2.183240E+02	1.437035E-13	
5172	M5	5	1	--->	N1	5	1	4.230693E+01	1.000950E+04	6.588372E-12	
5173	M5	5	1	--->	N1	5	2	3.789186E+01	4.908580E+01	3.230886E-14	
5174	M5	5	1	--->	N2	1	1	4.967222E+01	3.806550E-01	2.505517E-16	
5175	M5	5	1	--->	N2	3	1	5.332148E+01	8.841280E+09	5.819436E-06	
5176	M5	5	1	--->	N2	3	2	5.116310E+01	3.823560E+07	2.516713E-08	
5177	M5	5	1	--->	N2	3	3	4.957447E+01	8.617380E+07	5.672062E-08	
5178	M5	5	1	--->	N2	5	1	5.110071E+01	1.892790E+06	1.245857E-09	
5179	M5	5	2	--->	M5	1	1	6.885600E-01	8.211550E-04	5.404940E-19	
5180	M5	5	2	--->	M5	3	1	5.151700E-01	9.619140E-03	6.331433E-18	
5181	M5	5	2	--->	M5	5	1	3.564100E-01	6.896020E-04	4.539043E-19	
5182	M5	5	2	--->	M5	7	1	3.826400E-01	1.098460E+00	7.230195E-16	
5183	M5	5	2	--->	M5	9	1	6.859500E-01	6.883190E-06	4.530598E-21	
5184	M5	5	2	--->	N1	1	1	4.235411E+01	5.611170E+03	3.693339E-12	
5185	M5	5	2	--->	N1	1	2	3.610714E+01	2.094430E+02	1.378579E-13	
5186	M5	5	2	--->	N1	1	3	3.402373E+01	2.663060E+03	1.752858E-12	
5187	M5	5	2	--->	N1	3	1	4.244496E+01	1.340840E+04	8.825569E-12	
5188	M5	5	2	--->	N1	3	2	3.831920E+01	2.222850E+02	1.463106E-13	
5189	M5	5	2	--->	N1	3	3	3.431457E+01	5.065240E+02	3.334001E-13	
5190	M5	5	2	--->	N1	5	1	4.266334E+01	3.528180E+03	2.322290E-12	
5191	M5	5	2	--->	N1	5	2	3.824828E+01	1.861410E+02	1.225202E-13	
5192	M5	5	2	--->	N2	1	1	5.002863E+01	3.439040E-01	2.263617E-16	
5193	M5	5	2	--->	N2	3	1	5.367790E+01	1.102700E+06	7.258103E-10	
5194	M5	5	2	--->	N2	3	2	5.151951E+01	1.101760E+09	7.251916E-07	
5195	M5	5	2	--->	N2	3	3	4.993088E+01	1.474270E+07	9.703821E-09	
5196	M5	5	2	--->	N2	5	1	5.145712E+01	8.997920E+06	5.922538E-09	
5197	M5	5	3	--->	M5	1	1	1.006900E+00	1.868520E-03	1.229882E-18	
5198	M5	5	3	--->	M4	1	2	8.775000E-02	4.815190E-10	3.169416E-25	
5199	M5	5	3	--->	M5	3	1	8.335100E-01	1.101900E-01	7.252837E-17	
5200	M5	5	3	--->	M4	3	2	6.630000E-03	1.551180E-08	1.021005E-23	
5201	M5	5	3	--->	M5	5	1	6.747600E-01	5.319120E-02	3.501108E-17	
5202	M5	5	3	--->	M5	5	2	3.183400E-01	4.013410E-03	2.641674E-18	
5203	M5	5	3	--->	M5	7	1	7.009800E-01	2.527250E-02	1.663466E-17	
5204	M5	5	3	--->	M5	7	2	3.116500E-01	4.121300E-01	2.712689E-16	
5205	M5	5	3	--->	M5	9	1	1.004290E+00	6.020480E-03	3.962752E-18	
5206	M5	5	3	--->	N1	1	1	4.267245E+01	1.795310E+04	1.181694E-11	
5207	M5	5	3	--->	N1	1	2	3.642548E+01	6.645950E+00	4.374444E-15	
5208	M5	5	3	--->	N1	1	3	3.434207E+01	4.391160E+02	2.890314E-13	
5209	M5	5	3	--->	N1	3	1	4.276331E+01	2.570090E+02	1.691664E-13	
5210	M5	5	3	--->	N1	3	2	3.863755E+01	8.454100E+01	5.564590E-14	
5211	M5	5	3	--->	N1	3	3	3.463291E+01	2.565900E+03	1.688906E-12	
5212	M5	5	3	--->	N1	5	1	4.298168E+01	7.407930E+03	4.875988E-12	
5213	M5	5	3	--->	N1	5	2	3.856662E+01	1.397540E+01	9.198775E-15	
5214	M5	5	3	--->	N2	1	1	5.034698E+01	3.958500E+00	2.605532E-15	
5215	M5	5	3	--->	N2	3	1	5.399624E+01	5.253210E+07	3.457726E-08	
5216	M5	5	3	--->	N2	3	2	5.183785E+01	6.959190E+08	4.580622E-07	
5217	M5	5	3	--->	N2	3	3	5.024922E+01	1.922920E+08	1.265689E-07	
5218	M5	5	3	--->	N2	5	1	5.177546E+01	3.823280E+08	2.516529E-07	
5244	M5	5	5	--->	M5	1	1	1.813740E+00	5.911170E-06	3.890803E-21	
5245	M5	5	5	--->	M4	1	2	8.945900E-01	3.538950E-05	2.329379E-20	
5246	M5	5	5	--->	M4	1	3	6.248000E-02	1.339770E-10	8.818526E-26	
5247	M5	5	5	--->	M5	3	1	1.640350E+00	3.194060E-01	2.102368E-16	
5248	M5	5	5	--->	M4	3	2	8.134700E-01	7.576300E-03	4.986811E-18	
5249	M5	5	5	--->	M4	3	3	7.679800E-01	1.627560E-03	1.071279E-18	
5250	M5	5	5	--->	M4	3	4	3.338300E-01	5.990480E-03	3.943005E-18	
5251	M5	5	5	--->	M5	5	1	1.481590E+00	8.521670E-01	5.609065E-16	
5252	M5	5	5	--->	M5	5	2	1.125180E+00	4.170420E-03	2.745020E-18	
5253	M5	5	5	--->	M5	5	3	8.068400E-01	2.310660E-02	1.520904E-17	
5254	M5	5	5	--->	M4	5	4	4.497100E-01	2.253950E-03	1.483577E-18	
5255	M5	5	5	--->	M5	7	1	1.507820E+00	1.329250E+00	8.749282E-16	
5256	M5	5	5	--->	M5	7	2	1.118490E+00	3.065420E-03	2.017696E-18	
5257	M5	5	5	--->	M4	7	3	5.927700E-01	1.445310E-03	9.513203E-19	
5258	M5	5	5	--->	M5	9	1	1.811130E+00	4.172120E-03	2.746139E-18	
5259	M5	5	5	--->	N1	1	1	4.347928E+01	2.094880E+02	1.378875E-13	
5260	M5	5	5	--->	N1	1	2	3.723232E+01	1.239460E+03	8.158274E-13	
5261	M5	5	5	--->	N1	1	3	3.514891E+01	3.809400E+02	2.507393E-13	
5262	M5	5	5	--->	N1	3	1	4.357014E+01	4.047750E+01	2.664277E-14	
5263	M5	5	5	--->	N1	3	2	3.944438E+01	1.385640E+04	9.120448E-12	
5264	M5	5	5	--->	N1	3	3	3.543975E+01	2.157990E+00	1.420415E-15	
5265	M5	5	5	--->	N1	5	1	4.378852E+01	3.827580E+02	2.519359E-13	
5266	M5	5	5	--->	N1	5	2	3.937346E+01	6.376300E+03	4.196957E-12	
5267	M5	5	5	--->	N2	1	1	5.115381E+01	3.616370E+00	2.380338E-15	
5268	M5	5	5	--->	N2	3	1	5.480308E+01	3.449800E+07	2.270700E-08	
5269	M5	5	5	--->	N2	3	2	5.264469E+01	4.787140E+09	3.150953E-06	
5270	M5	5	5	--->	N2	3	3	5.105606E+01	6.938120E+08	4.566753E-07	
5271	M5	5	5	--->	N2	5	1	5.258230E+01	1.818340E+09	1.196853E-06	
5337	M5	5	8	--->	M5	1	1	4.782030E+00	3.504570E-01	2.306750E-16	
5338	M5	5	8	--->	M4	1	2	3.862890E+00	4.199410E-03	2.764102E-18	
5339	M5	5	8	--->	M4	1	3	3.030780E+00	4.381290E-04	2.883817E-19	
5340	M5	5	8	--->	M5	1	4	1.655730E+00	1.511960E-01	9.951901E-17	
5341	M5	5	8	--->	M4	1	5	8.041600E-01	6.371450E-04	4.193764E-19	
5342	M5	5	8	--->	M5	3	1	4.608650E+00	8.862440E-01	5.833364E-16	
5343	M5	5	8	--->	M4	3	2	3.781770E+00	1.217020E-01	8.010571E-17	
5344	M5	5	8	--->	M4	3	3	3.736270E+00	2.031260E+00	1.337000E-15	
5345	M5	5	8	--->	M4	3	4	3.302130E+00	1.855520E+00	1.221325E-15	
5346	M5	5	8	--->	M4	3	5	2.711190E+00	1.726680E+00	1.136521E-15	
5347	M5	5	8	--->	M5	3	6	2.295850E+00	5.009960E-01	3.297615E-16	
5348	M5	5	8	--->	M4	3	7	1.474470E+00	6.352880E-02	4.181541E-17	
5349	M5	5	8	--->	M5	5	1	4.449890E+00	2.874050E+00	1.891734E-15	
5350	M5	5	8	--->	M5	5	2	4.093480E+00	2.496900E+00	1.643489E-15	
5351	M5	5	8	--->	M5	5	3	3.775140E+00	2.345760E+00	1.544007E-15	
5352	M5	5	8	--->	M4	5	4	3.418010E+00	5.054480E-01	3.326919E-16	
5353	M5	5	8	--->	M5	5	5	2.968300E+00	3.246280E+00	2.136740E-15	
5354	M5	5	8	--->	M4	5	6	2.614690E+00	6.042410E-03	3.977186E-18	
5355	M5	5	8	--->	M4	5	7	2.018670E+00	2.871190E-03	1.889852E-18	
5356	M5	5	8	--->	M5	7	1	4.476120E+00	4.412800E+00	2.904558E-15	
5357	M5	5	8	--->	M5	7	2	4.086790E+00	5.429750E+00	3.573926E-15	
5358	M5	5	8	--->	M4	7	3	3.561070E+00	4.477580E+00	2.947197E-15	
5359	M5	5	8	--->	M5	7	4	2.774500E+00	2.645740E+00	1.741458E-15	
5360	M5	5	8	--->	M4	7	5	1.633560E+00	2.490690E-02	1.639402E-17	
5361	M5	5	8	--->	M5	9	1	4.779430E+00	3.015490E-01	1.984832E-16	
5362	M5	5	8	--->	M5	9	2	2.421370E+00	4.204060E+00	2.767162E-15	
5363	M5	5	8	--->	N1	1	1	4.644758E+01	1.057550E+02	6.960920E-14	
5364	M5	5	8	--->	N1	1	2	4.020062E+01	2.206150E+04	1.452114E-11	
5365	M5	5	8	--->	N1	1	3	3.811721E+01	8.288770E+02	5.455767E-13	
5366	M5	5	8	--->	N1	3	1	4.653844E+01	2.043760E+00	1.345227E-15	
5367	M5	5	8	--->	N1	3	2	4.241268E+01	3.523020E+02	2.318894E-13	
5368	M5	5	8	--->	N1	3	3	3.840804E+01	1.129280E+02	7.433056E-14	
5369	M5	5	8	--->	N1	5	1	4.675682E+01	1.450400E+00	9.546706E-16	
5370	M5	5	8	--->	N1	5	2	4.234176E+01	2.175550E+03	1.431973E-12	
5371	M5	5	8	--->	N2	1	1	5.412211E+01	8.193520E-01	5.393073E-16	
5372	M5	5	8	--->	N2	3	1	5.777138E+01	3.701280E+04	2.436227E-11	
5373	M5	5	8	--->	N2	3	2	5.561299E+01	4.719990E+05	3.106754E-10	
5374	M5	5	8	--->	N2	3	3	5.402436E+01	3.159050E+09	2.079324E-06	
5375	M5	5	8	--->	N2	5	1	5.555060E+01	5.492970E+08	3.615538E-07	
5376	M5	7	1	--->	M5	1	1	3.059100E-01	1.442460E-18	9.494444E-34	
5377	M5	7	1	--->	M5	3	1	1.325300E-01	3.133280E-07	2.062362E-22	
5378	M5	7	1	--->	M5	9	1	3.033100E-01	2.921700E-01	1.923098E-16	
5379	M5	7	1	--->	N1	1	1	4.197146E+01	3.055120E-06	2.010916E-21	
5380	M5	7	1	--->	N1	1	2	3.572450E+01	4.051780E-08	2.666930E-23	
5381	M5	7	1	--->	N1	1	3	3.364109E+01	1.200620E-06	7.902624E-22	
5382	M5	7	1	--->	N1	3	1	4.206232E+01	5.192640E+03	3.417858E-12	
5383	M5	7	1	--->	N1	3	2	3.793656E+01	3.975120E+02	2.616471E-13	
5384	M5	7	1	--->	N1	3	3	3.393192E+01	2.467360E+03	1.624046E-12	
5385	M5	7	1	--->	N1	5	1	4.228070E+01	1.745650E+04	1.149008E-11	
5386	M5	7	1	--->	N1	5	2	3.786564E+01	9.728000E+02	6.403086E-13	
5387	M5	7	1	--->	N2	1	1	4.964599E+01	2.156420E-02	1.419381E-17	
5388	M5	7	1	--->	N2	3	1	5.329526E+01	1.140830E+00	7.509079E-16	
5389	M5	7	1	--->	N2	3	2	5.113687E+01	8.233350E+00	5.419289E-15	
5390	M5	7	1	--->	N2	3	3	4.954824E+01	7.379910E-01	4.857545E-16	
5391	M5	7	1	--->	N2	5	1	5.107448E+01	4.272600E+08	2.812276E-07	
5392	M5	7	2	--->	M5	1	1	6.952500E-01	7.822180E-17	5.148652E-32	
5393	M5	7	2	--->	M5	3	1	5.218600E-01	2.473990E-07	1.628410E-22	
5394	M5	7	2	--->	M5	5	1	3.631100E-01	1.157460E-03	7.618540E-19	
5395	M5	7	2	--->	M5	5	2	6.690000E-03	6.973440E-07	4.590001E-22	
5396	M5	7	2	--->	M5	7	1	3.893400E-01	1.081410E-02	7.117970E-18	
5397	M5	7	2	--->	M5	9	1	6.926400E-01	1.736560E+00	1.143025E-15	
5398	M5	7	2	--->	N1	1	1	4.236080E+01	5.008070E-06	3.296371E-21	
5399	M5	7	2	--->	N1	1	2	3.611383E+01	6.718160E-08	4.421973E-23	
5400	M5	7	2	--->	N1	1	3	3.403042E+01	1.999920E-06	1.316371E-21	
5401	M5	7	2	--->	N1	3	1	4.245166E+01	2.749670E+04	1.809866E-11	
5402	M5	7	2	--->	N1	3	2	3.832590E+01	3.715800E+02	2.445784E-13	
5403	M5	7	2	--->	N1	3	3	3.432126E+01	6.969730E+02	4.587559E-13	
5404	M5	7	2	--->	N1	5	1	4.267003E+01	2.213180E+03	1.456741E-12	
5405	M5	7	2	--->	N1	5	2	3.825497E+01	6.982470E+02	4.595945E-13	
5406	M5	7	2	--->	N2	1	1	5.003533E+01	1.402060E-03	9.228526E-19	
5407	M5	7	2	--->	N2	3	1	5.368459E+01	2.549210E+00	1.677920E-15	
5408	M5	7	2	--->	N2	3	2	5.152621E+01	1.624330E-01	1.069153E-16	
5409	M5	7	2	--->	N2	3	3	4.993757E+01	4.164700E+00	2.741255E-15	
5410	M5	7	2	--->	N2	5	1	5.146382E+01	4.940820E+07	3.252107E-08	
5435	M5	7	4	--->	M5	1	1	2.007530E+00	1.052960E-13	6.930708E-29	
5436	M5	7	4	--->	M4	1	2	1.088390E+00	5.688950E-16	3.744535E-31	
5437	M5	7	4	--->	M4	1	3	2.562800E-01	4.656740E-21	3.065122E-36	
5438	M5	7	4	--->	M5	3	1	1.834140E+00	3.198740E-02	2.105449E-17	
5439	M5	7	4	--->	M4	3	2	1.007270E+00	1.012300E-03	6.663079E-19	
5440	M5	7	4	--->	M4	3	3	9.617700E-01	2.793210E-05	1.838524E-20	
5441	M5	7	4	--->	M4	3	4	5.276300E-01	6.861200E-06	4.516124E-21	
5442	M5	7	4	--->	M5	5	1	1.675390E+00	6.099730E-02	4.014915E-17	
5443	M5	7	4	--->	M5	5	2	1.318980E+00	8.012330E-02	5.273811E-17	
5444	M5	7	4	--->	M5	5	3	1.000630E+00	2.419840E-01	1.592768E-16	
5445	M5	7	4	--->	M4	5	4	6.435100E-01	1.029670E-01	6.777411E-17	
5446	M5	7	4	--->	M5	5	5	1.938000E-01	1.073680E-02	7.067090E-18	
5447	M5	7	4	--->	M5	7	1	1.701620E+00	2.873580E-02	1.891425E-17	
5448	M5	7	4	--->	M5	7	2	1.312280E+00	3.115400E-02	2.050593E-17	
5449	M5	7	4	--->	M4	7	3	7.865700E-01	5.982270E-04	3.937602E-19	
5450	M5	7	4	--->	M5	9	1	2.004930E+00	3.761970E-01	2.476174E-16	
5451	M5	7	4	--->	N1	1	1	4.367308E+01	4.090930E-07	2.692699E-22	
5452	M5	7	4	--->	N1	1	2	3.742612E+01	5.701210E-09	3.752604E-24	
5453	M5	7	4	--->	N1	1	3	3.534270E+01	1.723470E-07	1.134409E-22	
5454	M5	7	4	--->	N1	3	1	4.376394E+01	1.106650E+02	7.284102E-14	
5455	M5	7	4	--->	N1	3	2	3.963818E+01	2.399120E+03	1.579129E-12	
5456	M5	7	4	--->	N1	3	3	3.563354E+01	4.526020E+03	2.979080E-12	
5457	M5	7	4	--->	N1	5	1	4.398232E+01	1.183080E+02	7.787174E-14	
5458	M5	7	4	--->	N1	5	2	3.956726E+01	1.300360E+04	8.559125E-12	
5459	M5	7	4	--->	N2	1	1	5.134761E+01	2.485020E-01	1.635670E-16	
5460	M5	7	4	--->	N2	3	1	5.499687E+01	1.715020E-02	1.128847E-17	
5461	M5	7	4	--->	N2	3	2	5.283849E+01	2.034290E+00	1.338994E-15	
5462	M5	7	4	--->	N2	3	3	5.124986E+01	6.224140E-01	4.096803E-16	
5463	M5	7	4	--->	N2	5	1	5.277610E+01	1.180310E+10	7.768941E-06	
5500	M5	9	1	--->	N1	3	1	4.175901E+01	5.607290E-06	3.690785E-21	
5501	M5	9	1	--->	N1	3	2	3.763325E+01	2.453990E-07	1.615246E-22	
5502	M5	9	1	--->	N1	3	3	3.362862E+01	5.379860E-06	3.541088E-21	
5503	M5	9	1	--->	N1	5	1	4.197739E+01	3.153900E+04	2.075935E-11	
5504	M5	9	1	--->	N1	5	2	3.756233E+01	5.002670E+01	3.292817E-14	
5505	M5	9	1	--->	N2	3	1	5.299195E+01	1.255330E+00	8.262732E-16	
5506	M5	9	1	--->	N2	3	2	5.083356E+01	1.664030E-03	1.095284E-18	
5507	M5	9	1	--->	N2	3	3	4.924493E+01	9.097200E-07	5.987886E-22	
5508	M5	9	1	--->	N2	5	1	5.077117E+01	6.357680E+00	4.184701E-15	
5509	M5	9	2	--->	M5	3	1	2.187280E+00	1.850220E-16	1.217837E-31	
5510	M5	9	2	--->	M4	3	2	1.360400E+00	3.777130E-17	2.486152E-32	
5511	M5	9	2	--->	M4	3	3	1.314910E+00	1.949530E-14	1.283204E-29	
5512	M5	9	2	--->	M4	3	4	8.807600E-01	8.872830E-16	5.840203E-31	
5513	M5	9	2	--->	M4	3	5	2.898200E-01	1.400450E-19	9.217929E-35	
5514	M5	9	2	--->	M5	5	1	2.028520E+00	2.205380E-03	1.451607E-18	
5515	M5	9	2	--->	M5	5	2	1.672110E+00	3.320020E-03	2.185277E-18	
5516	M5	9	2	--->	M5	5	3	1.353770E+00	9.277020E-05	6.106245E-20	
5517	M5	9	2	--->	M4	5	4	9.966400E-01	2.860730E-04	1.882967E-19	
5518	M5	9	2	--->	M5	5	5	5.469300E-01	3.309950E-05	2.178649E-20	
