# Atomic	number	Z=	34	Date:31-10-2019							
											
# Record	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	Rate(1/s)	Width(eV)	Peso
4962	M4	3	2	--->	N1	1	3	3.433544E+01	1.220860E+03	8.035846E-13	
4963	M4	3	2	--->	N1	3	1	4.275667E+01	4.906020E+02	3.229201E-13	
4964	M4	3	2	--->	N1	3	2	3.863091E+01	4.786080E+01	3.150255E-14	
4965	M4	3	2	--->	N1	3	3	3.462627E+01	2.351900E+03	1.548049E-12	
4966	M4	3	2	--->	N1	5	1	4.297505E+01	2.026010E+04	1.333544E-11	
4967	M4	3	2	--->	N1	5	2	3.855999E+01	2.929090E+02	1.927962E-13	
4968	M4	3	2	--->	N2	1	1	5.034034E+01	1.345510E+08	8.856307E-08	
4969	M4	3	2	--->	N2	3	1	5.398961E+01	4.670450E+09	3.074146E-06	
4970	M4	3	2	--->	N2	3	2	5.183122E+01	1.376430E+08	9.059827E-08	
4971	M4	3	2	--->	N2	3	3	5.024259E+01	5.668480E+08	3.731061E-07	
4972	M4	3	2	--->	N2	5	1	5.176883E+01	2.527770E+08	1.663808E-07	
4973	M4	3	3	--->	M5	1	1	1.045760E+00	3.174980E-01	2.089810E-16	
4974	M4	3	3	--->	M4	1	2	1.266100E-01	1.085830E-03	7.147063E-19	
4975	M4	3	3	--->	M5	3	1	8.723700E-01	1.208540E-02	7.954755E-18	
4976	M4	3	3	--->	M4	3	2	4.549000E-02	4.070210E-04	2.679061E-19	
4977	M4	3	3	--->	M5	5	1	7.136200E-01	1.594710E-01	1.049657E-16	
4978	M4	3	3	--->	M5	5	2	3.572000E-01	7.747630E-01	5.099583E-16	
4979	M4	3	3	--->	M5	5	3	3.886000E-02	5.618640E-04	3.698256E-19	
4980	M4	3	3	--->	M5	7	1	7.398500E-01	6.365870E-04	4.190092E-19	
4981	M4	3	3	--->	M5	7	2	3.505100E-01	5.770530E-07	3.798232E-22	
4982	M4	3	3	--->	M5	9	1	1.043150E+00	2.322230E-16	1.528520E-31	
4983	M4	3	3	--->	N1	1	1	4.271131E+01	2.419320E+04	1.592425E-11	
4984	M4	3	3	--->	N1	1	2	3.646434E+01	2.153270E-02	1.417308E-17	
4985	M4	3	3	--->	N1	1	3	3.438093E+01	1.378930E+03	9.076282E-13	
4986	M4	3	3	--->	N1	3	1	4.280217E+01	3.903590E+03	2.569390E-12	
4987	M4	3	3	--->	N1	3	2	3.867641E+01	2.639260E+02	1.737192E-13	
4988	M4	3	3	--->	N1	3	3	3.467177E+01	9.053040E+01	5.958819E-14	
4989	M4	3	3	--->	N1	5	1	4.302055E+01	9.270620E+02	6.102033E-13	
4990	M4	3	3	--->	N1	5	2	3.860548E+01	5.156780E-01	3.394254E-16	
4991	M4	3	3	--->	N2	1	1	5.038584E+01	2.232830E+08	1.469675E-07	
4992	M4	3	3	--->	N2	3	1	5.403510E+01	1.732250E+08	1.140188E-07	
4993	M4	3	3	--->	N2	3	2	5.187672E+01	4.004350E+08	2.635711E-07	
4994	M4	3	3	--->	N2	3	3	5.028808E+01	1.677110E+07	1.103894E-08	
4995	M4	3	3	--->	N2	5	1	5.181433E+01	5.561240E+05	3.660475E-10	
4996	M4	3	4	--->	M5	1	1	1.479900E+00	6.981830E-01	4.595524E-16	
4997	M4	3	4	--->	M4	1	2	5.607600E-01	3.953900E-03	2.602504E-18	
4998	M4	3	4	--->	M5	3	1	1.306510E+00	1.464470E-01	9.639316E-17	
4999	M4	3	4	--->	M4	3	2	4.796400E-01	9.044020E-02	5.952882E-17	
5000	M4	3	4	--->	M4	3	3	4.341400E-01	1.291920E-01	8.503572E-17	
5001	M4	3	4	--->	M5	5	1	1.147760E+00	9.565370E-02	6.296041E-17	
5002	M4	3	4	--->	M5	5	2	7.913500E-01	1.644050E+00	1.082133E-15	
5003	M4	3	4	--->	M5	5	3	4.730000E-01	1.200960E+00	7.904862E-16	
5004	M4	3	4	--->	M4	5	4	1.158800E-01	1.711380E-02	1.126451E-17	
5005	M4	3	4	--->	M5	7	1	1.173990E+00	1.207370E-02	7.947053E-18	
5006	M4	3	4	--->	M5	7	2	7.846500E-01	2.370700E-04	1.560423E-19	
5007	M4	3	4	--->	M4	7	3	2.589400E-01	4.399080E-06	2.895527E-21	
5008	M4	3	4	--->	M5	9	1	1.477300E+00	7.540940E-15	4.963537E-30	
5009	M4	3	4	--->	N1	1	1	4.314545E+01	1.187270E+03	7.814753E-13	
5010	M4	3	4	--->	N1	1	2	3.689849E+01	6.379080E+00	4.198787E-15	
5011	M4	3	4	--->	N1	1	3	3.481507E+01	2.971920E+01	1.956153E-14	
5012	M4	3	4	--->	N1	3	1	4.323631E+01	2.264620E+04	1.490600E-11	
5013	M4	3	4	--->	N1	3	2	3.911055E+01	5.237280E+01	3.447240E-14	
5014	M4	3	4	--->	N1	3	3	3.510591E+01	1.919060E+03	1.263148E-12	
5015	M4	3	4	--->	N1	5	1	4.345469E+01	6.532650E+03	4.299868E-12	
5016	M4	3	4	--->	N1	5	2	3.903963E+01	1.455780E+01	9.582118E-15	
5017	M4	3	4	--->	N2	1	1	5.081998E+01	1.395110E+08	9.182781E-08	
5018	M4	3	4	--->	N2	3	1	5.446924E+01	1.754740E+08	1.154991E-07	
5019	M4	3	4	--->	N2	3	2	5.231086E+01	2.476410E+08	1.630003E-07	
5020	M4	3	4	--->	N2	3	3	5.072223E+01	3.258050E+08	2.144487E-07	
5021	M4	3	4	--->	N2	5	1	5.224847E+01	5.228340E+07	3.441356E-08	
5022	M4	3	5	--->	M5	1	1	2.070850E+00	2.293260E-01	1.509451E-16	
5023	M4	3	5	--->	M4	1	2	1.151700E+00	4.567450E-03	3.006350E-18	
5024	M4	3	5	--->	M4	1	3	3.195900E-01	6.470610E-02	4.259033E-17	
5025	M4	3	5	--->	M5	3	1	1.897460E+00	1.141210E+00	7.511580E-16	
5026	M4	3	5	--->	M4	3	2	1.070580E+00	4.638810E-03	3.053320E-18	
5027	M4	3	5	--->	M4	3	3	1.025090E+00	3.271610E-01	2.153413E-16	
5028	M4	3	5	--->	M4	3	4	5.909500E-01	2.659090E-01	1.750245E-16	
5029	M4	3	5	--->	M5	5	1	1.738710E+00	9.413200E-04	6.195881E-19	
5030	M4	3	5	--->	M5	5	2	1.382290E+00	2.320570E+00	1.527427E-15	
5031	M4	3	5	--->	M5	5	3	1.063950E+00	1.582500E+00	1.041620E-15	
5032	M4	3	5	--->	M4	5	4	7.068300E-01	7.329680E-02	4.824483E-17	
5033	M4	3	5	--->	M5	5	5	2.571100E-01	4.668210E-02	3.072672E-17	
5034	M4	3	5	--->	M5	7	1	1.764940E+00	8.677270E-03	5.711483E-18	
5035	M4	3	5	--->	M5	7	2	1.375600E+00	9.001280E-03	5.924750E-18	
5036	M4	3	5	--->	M4	7	3	8.498900E-01	3.583640E-03	2.358795E-18	
5037	M4	3	5	--->	M5	7	4	6.332000E-02	7.880560E-10	5.187079E-25	
5038	M4	3	5	--->	M5	9	1	2.068240E+00	2.230630E-13	1.468227E-28	
5039	M4	3	5	--->	N1	1	1	4.373640E+01	4.519350E+03	2.974690E-12	
5040	M4	3	5	--->	N1	1	2	3.748943E+01	2.760130E+01	1.816751E-14	
5041	M4	3	5	--->	N1	1	3	3.540602E+01	4.187450E+03	2.756230E-12	
5042	M4	3	5	--->	N1	3	1	4.382726E+01	1.413390E+02	9.303102E-14	
5043	M4	3	5	--->	N1	3	2	3.970150E+01	1.019070E+04	6.707640E-12	
5044	M4	3	5	--->	N1	3	3	3.569686E+01	1.143600E+03	7.527312E-13	
5045	M4	3	5	--->	N1	5	1	4.404563E+01	8.548620E+02	5.626804E-13	
5046	M4	3	5	--->	N1	5	2	3.963057E+01	9.751050E+01	6.418258E-14	
5047	M4	3	5	--->	N2	1	1	5.141093E+01	2.285890E+08	1.504600E-07	
5048	M4	3	5	--->	N2	3	1	5.506019E+01	2.654100E+05	1.746960E-10	
5049	M4	3	5	--->	N2	3	2	5.290181E+01	4.842250E+09	3.187227E-06	
5050	M4	3	5	--->	N2	3	3	5.131317E+01	1.557510E+06	1.025172E-09	
5051	M4	3	5	--->	N2	5	1	5.283942E+01	4.474050E+07	2.944873E-08	
5085	M4	3	7	--->	M5	1	1	3.307560E+00	2.964880E-01	1.951519E-16	
5086	M4	3	7	--->	M4	1	2	2.388420E+00	6.489120E-01	4.271216E-16	
5087	M4	3	7	--->	M4	1	3	1.556310E+00	4.991970E-02	3.285774E-17	
5088	M4	3	7	--->	M5	1	4	1.812600E-01	1.508890E-02	9.931694E-18	
5089	M4	3	7	--->	M5	3	1	3.134170E+00	4.750990E-01	3.127158E-16	
5090	M4	3	7	--->	M4	3	2	2.307300E+00	1.459150E+00	9.604300E-16	
5091	M4	3	7	--->	M4	3	3	2.261800E+00	7.284540E-03	4.794771E-18	
5092	M4	3	7	--->	M4	3	4	1.827660E+00	1.309980E-01	8.622445E-17	
5093	M4	3	7	--->	M4	3	5	1.236710E+00	1.793800E+00	1.180701E-15	
5094	M4	3	7	--->	M5	3	6	8.213800E-01	7.563570E-01	4.978432E-16	
5095	M4	3	7	--->	M5	5	1	2.975420E+00	1.053200E+00	6.932288E-16	
5096	M4	3	7	--->	M5	5	2	2.619010E+00	1.105680E-01	7.277718E-17	
5097	M4	3	7	--->	M5	5	3	2.300660E+00	1.195010E-01	7.865698E-17	
5098	M4	3	7	--->	M4	5	4	1.943540E+00	1.011060E-02	6.654918E-18	
5099	M4	3	7	--->	M5	5	5	1.493830E+00	4.277300E+00	2.815370E-15	
5100	M4	3	7	--->	M4	5	6	1.140220E+00	6.175900E-02	4.065051E-17	
5101	M4	3	7	--->	M4	5	7	5.442000E-01	6.873290E-02	4.524082E-17	
5102	M4	3	7	--->	M5	7	1	3.001650E+00	1.345220E-01	8.854399E-17	
5103	M4	3	7	--->	M5	7	2	2.612310E+00	2.101100E-02	1.382969E-17	
5104	M4	3	7	--->	M4	7	3	2.086600E+00	1.901770E-02	1.251768E-17	
5105	M4	3	7	--->	M5	7	4	1.300030E+00	2.505720E-02	1.649295E-17	
5106	M4	3	7	--->	M4	7	5	1.590900E-01	3.569360E-08	2.349395E-23	
5107	M4	3	7	--->	M5	9	1	3.304960E+00	7.091280E-12	4.667565E-27	
5108	M4	3	7	--->	M5	9	2	9.469000E-01	3.306140E-18	2.176141E-33	
5109	M4	3	7	--->	N1	1	1	4.497311E+01	1.537750E+01	1.012165E-14	
5110	M4	3	7	--->	N1	1	2	3.872615E+01	3.304010E+02	2.174739E-13	
5111	M4	3	7	--->	N1	1	3	3.664273E+01	1.169780E+02	7.699632E-14	
5112	M4	3	7	--->	N1	3	1	4.506397E+01	4.251250E+00	2.798224E-15	
5113	M4	3	7	--->	N1	3	2	4.093821E+01	6.317550E+02	4.158287E-13	
5114	M4	3	7	--->	N1	3	3	3.693357E+01	1.266710E+02	8.337636E-14	
5115	M4	3	7	--->	N1	5	1	4.528235E+01	1.576530E+02	1.037691E-13	
5116	M4	3	7	--->	N1	5	2	4.086729E+01	2.529380E+04	1.664868E-11	
5117	M4	3	7	--->	N2	1	1	5.264764E+01	4.452040E+05	2.930386E-10	
5118	M4	3	7	--->	N2	3	1	5.629690E+01	2.337460E+07	1.538544E-08	
5119	M4	3	7	--->	N2	3	2	5.413852E+01	4.724580E+06	3.109775E-09	
5120	M4	3	7	--->	N2	3	3	5.254989E+01	4.061480E+09	2.673315E-06	
5121	M4	3	7	--->	N2	5	1	5.407613E+01	2.029810E+09	1.336045E-06	
5122	M4	3	8	--->	M5	1	1	5.552100E+00	4.349040E-01	2.862590E-16	
5123	M4	3	8	--->	M4	1	2	4.632960E+00	3.421930E-01	2.252355E-16	
5124	M4	3	8	--->	M4	1	3	3.800850E+00	4.135530E+00	2.722055E-15	
5125	M4	3	8	--->	M5	1	4	2.425800E+00	1.137810E-01	7.489201E-17	
5126	M4	3	8	--->	M4	1	5	1.574230E+00	1.967940E-01	1.295322E-16	
5127	M4	3	8	--->	M5	3	1	5.378710E+00	3.013410E-01	1.983462E-16	
5128	M4	3	8	--->	M4	3	2	4.551840E+00	9.932890E-01	6.537947E-16	
5129	M4	3	8	--->	M4	3	3	4.506340E+00	2.387940E+00	1.571771E-15	
5130	M4	3	8	--->	M4	3	4	4.072200E+00	4.334000E+00	2.852691E-15	
5131	M4	3	8	--->	M4	3	5	3.481250E+00	8.709280E-01	5.732552E-16	
5132	M4	3	8	--->	M5	3	6	3.065920E+00	4.151360E-01	2.732475E-16	
5133	M4	3	8	--->	M4	3	7	2.244540E+00	1.138080E+00	7.490978E-16	
5134	M4	3	8	--->	M5	5	1	5.219960E+00	1.573580E-01	1.035749E-16	
5135	M4	3	8	--->	M5	5	2	4.863540E+00	2.046150E+00	1.346800E-15	
5136	M4	3	8	--->	M5	5	3	4.545200E+00	1.660790E+00	1.093152E-15	
5137	M4	3	8	--->	M4	5	4	4.188080E+00	3.192790E+00	2.101532E-15	
5138	M4	3	8	--->	M5	5	5	3.738360E+00	8.612140E-01	5.668613E-16	
5139	M4	3	8	--->	M4	5	6	3.384760E+00	9.911540E+00	6.523894E-15	
5140	M4	3	8	--->	M4	5	7	2.788740E+00	3.642870E+00	2.397781E-15	
5141	M4	3	8	--->	M5	5	8	7.700700E-01	3.811110E+00	2.508518E-15	
5142	M4	3	8	--->	M5	7	1	5.246190E+00	1.943010E-01	1.278912E-16	
5143	M4	3	8	--->	M5	7	2	4.856850E+00	3.276130E-03	2.156388E-18	
5144	M4	3	8	--->	M4	7	3	4.331140E+00	3.804760E-03	2.504338E-18	
5145	M4	3	8	--->	M5	7	4	3.544570E+00	4.249190E-01	2.796868E-16	
5146	M4	3	8	--->	M4	7	5	2.403620E+00	4.699280E+00	3.093122E-15	
5147	M4	3	8	--->	M5	9	1	5.549500E+00	7.765710E-12	5.111483E-27	
5148	M4	3	8	--->	M5	9	2	3.191440E+00	2.904690E-14	1.911902E-29	
5149	M4	3	8	--->	N1	1	1	4.721765E+01	1.104880E+02	7.272452E-14	
5150	M4	3	8	--->	N1	1	2	4.097069E+01	2.457170E+04	1.617339E-11	
5151	M4	3	8	--->	N1	1	3	3.888727E+01	3.955610E+02	2.603630E-13	
5152	M4	3	8	--->	N1	3	1	4.730851E+01	1.485190E+00	9.775698E-16	
5153	M4	3	8	--->	N1	3	2	4.318275E+01	1.312580E+03	8.639558E-13	
5154	M4	3	8	--->	N1	3	3	3.917811E+01	3.392750E-02	2.233149E-17	
5155	M4	3	8	--->	N1	5	1	4.752689E+01	1.426940E+00	9.392289E-16	
5156	M4	3	8	--->	N1	5	2	4.311182E+01	9.850450E+02	6.483684E-13	
5157	M4	3	8	--->	N2	1	1	5.489218E+01	1.919210E+09	1.263247E-06	
5158	M4	3	8	--->	N2	3	1	5.854144E+01	2.170300E+04	1.428517E-11	
5159	M4	3	8	--->	N2	3	2	5.638306E+01	3.816800E+08	2.512263E-07	
5160	M4	3	8	--->	N2	3	3	5.479443E+01	2.324520E+08	1.530027E-07	
5161	M4	3	8	--->	N2	5	1	5.632067E+01	5.783470E+07	3.806749E-08	
5219	M4	5	4	--->	M5	1	1	1.364020E+00	7.976000E-03	5.249898E-18	
5220	M4	5	4	--->	M4	1	2	4.448800E-01	4.496000E-05	2.959321E-20	
5221	M4	5	4	--->	M5	3	1	1.190630E+00	2.654250E-01	1.747059E-16	
5222	M4	5	4	--->	M4	3	2	3.637600E-01	5.967750E-02	3.928044E-17	
5223	M4	5	4	--->	M4	3	3	3.182600E-01	3.812670E-02	2.509545E-17	
5224	M4	5	4	--->	M5	5	1	1.031880E+00	2.105340E-02	1.385760E-17	
5225	M4	5	4	--->	M5	5	2	6.754700E-01	2.129400E-01	1.401597E-16	
5226	M4	5	4	--->	M5	5	3	3.571300E-01	2.225090E-01	1.464581E-16	
5227	M4	5	4	--->	M5	7	1	1.058110E+00	2.311250E+00	1.521292E-15	
5228	M4	5	4	--->	M5	7	2	6.687700E-01	3.079760E-02	2.027135E-17	
5229	M4	5	4	--->	M4	7	3	1.430600E-01	3.433050E-02	2.259674E-17	
5230	M4	5	4	--->	M5	9	1	1.361420E+00	6.180280E-03	4.067934E-18	
5231	M4	5	4	--->	N1	1	1	4.302957E+01	3.414550E+02	2.247498E-13	
5232	M4	5	4	--->	N1	1	2	3.678261E+01	1.287130E+02	8.472043E-14	
5233	M4	5	4	--->	N1	1	3	3.469920E+01	4.051700E+03	2.666877E-12	
5234	M4	5	4	--->	N1	3	1	4.312043E+01	5.149060E+03	3.389173E-12	
5235	M4	5	4	--->	N1	3	2	3.899467E+01	1.209370E+03	7.960218E-13	
5236	M4	5	4	--->	N1	3	3	3.499003E+01	1.353930E+03	8.911729E-13	
5237	M4	5	4	--->	N1	5	1	4.333881E+01	1.167310E+04	7.683374E-12	
5238	M4	5	4	--->	N1	5	2	3.892375E+01	2.644560E-01	1.740681E-16	
5239	M4	5	4	--->	N2	1	1	5.070410E+01	1.795030E-01	1.181510E-16	
5240	M4	5	4	--->	N2	3	1	5.435336E+01	8.249710E+02	5.430058E-13	
5241	M4	5	4	--->	N2	3	2	5.219498E+01	1.526930E+09	1.005044E-06	
5242	M4	5	4	--->	N2	3	3	5.060635E+01	1.006430E+08	6.624442E-08	
5243	M4	5	4	--->	N2	5	1	5.213259E+01	4.399310E+08	2.895678E-07	
5272	M4	5	6	--->	M5	1	1	2.167340E+00	9.923650E-03	6.531865E-18	
5273	M4	5	6	--->	M4	1	2	1.248190E+00	1.680810E-05	1.106329E-20	
5274	M4	5	6	--->	M4	1	3	4.160800E-01	2.163980E-08	1.424357E-23	
5275	M4	5	6	--->	M5	3	1	1.993950E+00	2.522960E-01	1.660642E-16	
5276	M4	5	6	--->	M4	3	2	1.167080E+00	3.366370E-01	2.215785E-16	
5277	M4	5	6	--->	M4	3	3	1.121580E+00	2.304900E-01	1.517113E-16	
5278	M4	5	6	--->	M4	3	4	6.874400E-01	6.990280E-04	4.601086E-19	
5279	M4	5	6	--->	M4	3	5	9.649000E-02	3.420870E-03	2.251657E-18	
5280	M4	5	6	--->	M5	5	1	1.835200E+00	1.401420E+00	9.224314E-16	
5281	M4	5	6	--->	M5	5	2	1.478780E+00	6.371740E-03	4.193955E-18	
5282	M4	5	6	--->	M5	5	3	1.160440E+00	1.708570E-02	1.124601E-17	
5283	M4	5	6	--->	M4	5	4	8.033200E-01	2.008900E-01	1.322282E-16	
5284	M4	5	6	--->	M5	5	5	3.536000E-01	3.314100E-02	2.181380E-17	
5285	M4	5	6	--->	M5	7	1	1.861430E+00	1.089080E-01	7.168455E-17	
5286	M4	5	6	--->	M5	7	2	1.472090E+00	7.252670E+00	4.773794E-15	
5287	M4	5	6	--->	M4	7	3	9.463800E-01	7.862830E-02	5.175409E-17	
5288	M4	5	6	--->	M5	7	4	1.598100E-01	5.362110E-03	3.529405E-18	
5289	M4	5	6	--->	M5	9	1	2.164730E+00	3.207230E-04	2.111037E-19	
5290	M4	5	6	--->	N1	1	1	4.383289E+01	1.234660E+03	8.126680E-13	
5291	M4	5	6	--->	N1	1	2	3.758592E+01	5.906470E+02	3.887709E-13	
5292	M4	5	6	--->	N1	1	3	3.550251E+01	1.280980E+03	8.431563E-13	
5293	M4	5	6	--->	N1	3	1	4.392375E+01	8.619190E+02	5.673254E-13	
5294	M4	5	6	--->	N1	3	2	3.979799E+01	3.661530E+03	2.410063E-12	
5295	M4	5	6	--->	N1	3	3	3.579335E+01	6.528460E+03	4.297110E-12	
5296	M4	5	6	--->	N1	5	1	4.414213E+01	1.289810E+03	8.489683E-13	
5297	M4	5	6	--->	N1	5	2	3.972706E+01	3.302270E+03	2.173594E-12	
5298	M4	5	6	--->	N2	1	1	5.150742E+01	6.186750E-01	4.072193E-16	
5299	M4	5	6	--->	N2	3	1	5.515668E+01	4.103050E+07	2.700676E-08	
5300	M4	5	6	--->	N2	3	2	5.299830E+01	1.151080E+09	7.576546E-07	
5301	M4	5	6	--->	N2	3	3	5.140967E+01	1.387860E+09	9.135060E-07	
5302	M4	5	6	--->	N2	5	1	5.293591E+01	3.074470E+09	2.023653E-06	
5303	M4	5	7	--->	M5	1	1	2.763360E+00	1.177380E-02	7.749656E-18	
5304	M4	5	7	--->	M4	1	2	1.844220E+00	6.230450E-04	4.100957E-19	
5305	M4	5	7	--->	M4	1	3	1.012110E+00	6.855890E-06	4.512629E-21	
5306	M4	5	7	--->	M5	3	1	2.589970E+00	1.848490E-02	1.216698E-17	
5307	M4	5	7	--->	M4	3	2	1.763100E+00	4.799970E-01	3.159398E-16	
5308	M4	5	7	--->	M4	3	3	1.717600E+00	5.103940E-02	3.359474E-17	
5309	M4	5	7	--->	M4	3	4	1.283460E+00	6.707320E-02	4.414838E-17	
5310	M4	5	7	--->	M4	3	5	6.925100E-01	4.040710E-02	2.659644E-17	
5311	M4	5	7	--->	M5	3	6	2.771800E-01	5.484890E-02	3.610220E-17	
5312	M4	5	7	--->	M5	5	1	2.431220E+00	1.374360E+00	9.046202E-16	
5313	M4	5	7	--->	M5	5	2	2.074800E+00	5.170120E-03	3.403035E-18	
5314	M4	5	7	--->	M5	5	3	1.756460E+00	3.387370E-02	2.229607E-17	
5315	M4	5	7	--->	M4	5	4	1.399340E+00	2.116240E-01	1.392934E-16	
5316	M4	5	7	--->	M5	5	5	9.496300E-01	1.729020E+00	1.138062E-15	
5317	M4	5	7	--->	M4	5	6	5.960200E-01	4.073620E-01	2.681305E-16	
5318	M4	5	7	--->	M5	7	1	2.457450E+00	3.706200E-01	2.439465E-16	
5319	M4	5	7	--->	M5	7	2	2.068110E+00	7.366810E-01	4.848922E-16	
5320	M4	5	7	--->	M4	7	3	1.542400E+00	1.939000E+00	1.276273E-15	
5321	M4	5	7	--->	M5	7	4	7.558300E-01	1.682240E+00	1.107270E-15	
5322	M4	5	7	--->	M5	9	1	2.760760E+00	6.433850E-06	4.234837E-21	
5323	M4	5	7	--->	M5	9	2	4.027000E-01	1.437930E-07	9.464627E-23	
5324	M4	5	7	--->	N1	1	1	4.442891E+01	1.841630E+02	1.212183E-13	
5325	M4	5	7	--->	N1	1	2	3.818195E+01	1.372060E+01	9.031063E-15	
5326	M4	5	7	--->	N1	1	3	3.609853E+01	2.830940E+03	1.863359E-12	
5327	M4	5	7	--->	N1	3	1	4.451977E+01	1.602850E+02	1.055015E-13	
5328	M4	5	7	--->	N1	3	2	4.039401E+01	3.838320E+03	2.526428E-12	
5329	M4	5	7	--->	N1	3	3	3.638937E+01	1.775890E+03	1.168912E-12	
5330	M4	5	7	--->	N1	5	1	4.473815E+01	6.944430E+02	4.570907E-13	
5331	M4	5	7	--->	N1	5	2	4.032308E+01	1.247670E+04	8.212313E-12	
5332	M4	5	7	--->	N2	1	1	5.210344E+01	3.209730E-01	2.112683E-16	
5333	M4	5	7	--->	N2	3	1	5.575270E+01	2.921370E+07	1.922881E-08	
5334	M4	5	7	--->	N2	3	2	5.359432E+01	2.845210E+09	1.872751E-06	
5335	M4	5	7	--->	N2	3	3	5.200569E+01	4.883540E+09	3.214404E-06	
5336	M4	5	7	--->	N2	5	1	5.353193E+01	6.768010E+08	4.454785E-07	
5411	M4	7	3	--->	M5	1	1	1.220960E+00	3.803880E-15	2.503759E-30	
5412	M4	7	3	--->	M4	1	2	3.018200E-01	1.348010E-19	8.872763E-35	
5413	M4	7	3	--->	M5	3	1	1.047570E+00	1.912370E-04	1.258745E-19	
5414	M4	7	3	--->	M4	3	2	2.207000E-01	1.865010E-06	1.227572E-21	
5415	M4	7	3	--->	M4	3	3	1.752000E-01	2.072660E-08	1.364250E-23	
5416	M4	7	3	--->	M5	5	1	8.888200E-01	6.229250E-04	4.100167E-19	
5417	M4	7	3	--->	M5	5	2	5.324100E-01	2.018770E-02	1.328779E-17	
5418	M4	7	3	--->	M5	5	3	2.140600E-01	2.155350E-03	1.418677E-18	
5419	M4	7	3	--->	M5	7	1	9.150500E-01	9.246060E-01	6.085867E-16	
5420	M4	7	3	--->	M5	7	2	5.257100E-01	4.339980E-01	2.856627E-16	
5421	M4	7	3	--->	M5	9	1	1.218360E+00	3.226590E+00	2.123780E-15	
5422	M4	7	3	--->	N1	1	1	4.288651E+01	1.461670E-06	9.620886E-22	
5423	M4	7	3	--->	N1	1	2	3.663955E+01	1.990510E-08	1.310177E-23	
5424	M4	7	3	--->	N1	1	3	3.455613E+01	5.962500E-07	3.924589E-22	
5425	M4	7	3	--->	N1	3	1	4.297737E+01	5.427540E+02	3.572472E-13	
5426	M4	7	3	--->	N1	3	2	3.885161E+01	1.788560E+03	1.177252E-12	
5427	M4	7	3	--->	N1	3	3	3.484697E+01	4.194890E+03	2.761127E-12	
5428	M4	7	3	--->	N1	5	1	4.319575E+01	1.443690E+04	9.502540E-12	
5429	M4	7	3	--->	N1	5	2	3.878069E+01	3.064700E+03	2.017222E-12	
5430	M4	7	3	--->	N2	1	1	5.056104E+01	1.446890E-02	9.523603E-18	
5431	M4	7	3	--->	N2	3	1	5.421030E+01	1.246030E+00	8.201518E-16	
5432	M4	7	3	--->	N2	3	2	5.205192E+01	3.394370E+00	2.234215E-15	
5433	M4	7	3	--->	N2	3	3	5.046329E+01	4.075750E-01	2.682707E-16	
5434	M4	7	3	--->	N2	5	1	5.198953E+01	5.405430E+08	3.557919E-07	
5464	M4	7	5	--->	M5	1	1	3.148480E+00	2.137330E-14	1.406816E-29	
5465	M4	7	5	--->	M4	1	2	2.229330E+00	1.085040E-14	7.141863E-30	
5466	M4	7	5	--->	M4	1	3	1.397220E+00	4.940150E-14	3.251666E-29	
5467	M4	7	5	--->	M5	1	4	2.218000E-02	6.433900E-34	4.234870E-49	
5468	M4	7	5	--->	M5	3	1	2.975090E+00	6.668490E-05	4.389280E-20	
5469	M4	7	5	--->	M4	3	2	2.148210E+00	7.888210E-04	5.192114E-19	
5470	M4	7	5	--->	M4	3	3	2.102720E+00	4.676880E-03	3.078378E-18	
5471	M4	7	5	--->	M4	3	4	1.668570E+00	1.873690E-05	1.233285E-20	
5472	M4	7	5	--->	M4	3	5	1.077630E+00	1.594720E-04	1.049664E-19	
5473	M4	7	5	--->	M5	3	6	6.622900E-01	1.591540E-06	1.047571E-21	
5474	M4	7	5	--->	M5	5	1	2.816340E+00	9.178080E-04	6.041122E-19	
5475	M4	7	5	--->	M5	5	2	2.459920E+00	1.046500E-01	6.888188E-17	
5476	M4	7	5	--->	M5	5	3	2.141580E+00	1.878950E-01	1.236747E-16	
5477	M4	7	5	--->	M4	5	4	1.784450E+00	6.973610E-01	4.590113E-16	
5478	M4	7	5	--->	M5	5	5	1.334740E+00	3.299090E-02	2.171500E-17	
5479	M4	7	5	--->	M4	5	6	9.811400E-01	4.881400E-02	3.212996E-17	
5480	M4	7	5	--->	M4	5	7	3.851200E-01	2.950960E-03	1.942357E-18	
5481	M4	7	5	--->	M5	7	1	2.842560E+00	2.103970E-02	1.384858E-17	
5482	M4	7	5	--->	M5	7	2	2.453230E+00	9.478530E-01	6.238882E-16	
5483	M4	7	5	--->	M4	7	3	1.927510E+00	2.503680E+00	1.647952E-15	
5484	M4	7	5	--->	M5	7	4	1.140940E+00	1.603060E-01	1.055153E-16	
5485	M4	7	5	--->	M5	9	1	3.145870E+00	2.803960E-02	1.845600E-17	
5486	M4	7	5	--->	M5	9	2	7.878100E-01	3.741390E+00	2.462628E-15	
5487	M4	7	5	--->	N1	1	1	4.481403E+01	1.809460E-11	1.191008E-26	
5488	M4	7	5	--->	N1	1	2	3.856706E+01	2.598530E-13	1.710383E-28	
5489	M4	7	5	--->	N1	1	3	3.648365E+01	7.950150E-12	5.232884E-27	
5490	M4	7	5	--->	N1	3	1	4.490488E+01	1.235230E+01	8.130431E-15	
5491	M4	7	5	--->	N1	3	2	4.077912E+01	2.051460E+04	1.350295E-11	
