# Atomic number Z= 29  Date:21-08-2021

# Record	Shelli	  2Ji		  Eigi --->		Shellf	  2Jf			Eigf		   Energy (eV)			 Rate(1/s)			 Width(eV)
	 568	   L2	    2	[3P1]#1LS1 ---> 	 M3M3	    3	[2P3/2]#1LS1	     7.7496231E+02	       0.000106366	           9.12257
	 569	   L2	    2	[3P1]#1LS1 ---> 	 M3M3	    5	[4P5/2]#1LS1	     7.7554153E+02	        0.00219085	           9.84461
	 570	   L2	    2	[3P1]#1LS1 ---> 	 M1M5	    5	[2D5/2]#2LS1	     7.9796749E+02	       0.000881693	           1.90513
	 571	   L2	    2	[3P1]#1LS1 ---> 	 M1M5	    3	[2D3/2]#2LS1	     7.9797230E+02	        0.00062664	           2.63842
	 572	   L2	    2	[3P1]#1LS1 ---> 	 M1M4	    3	[2D3/2]#1LS1	     8.0297579E+02	       0.000454337	           2.52583
	 573	   L2	    2	[3P1]#1LS1 ---> 	 M1M5	    5	[2D5/2]#1LS1	     8.0316415E+02	       0.000293616	           3.16125
	 574	   L2	    2	[3P1]#1LS1 ---> 	 M1M4	    1	[4D1/2]#1LS1	     8.0353028E+02	       9.29068e-05	           4.57184
	 575	   L2	    2	[3P1]#1LS1 ---> 	 M1M4	    3	[4D3/2]#1LS1	     8.0359144E+02	        0.00025689	           3.74748
	 576	   L2	    2	[3P1]#1LS1 ---> 	 M1M5	    5	[4D5/2]#1LS1	     8.0368745E+02	       0.000454944	           4.38615
	 577	   L2	    2	[3P1]#1LS1 ---> 	 M1M5	    7	[4D7/2]#1LS1	     8.0381071E+02	       0.000141832	            27.217
	 578	   L2	    2	[3P1]#1LS1 ---> 	 M1N1	    1	[2S1/2]#1LS1	     8.1047671E+02	       2.41784e-05	           3.39343
	 579	   L2	    2	[3P1]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     8.4818466E+02	        0.00575313	           4.63194
	 580	   L2	    2	[3P1]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     8.4854635E+02	        0.00276357	           4.58099
	 581	   L2	    2	[3P1]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     8.4854635E+02	        0.00276357	           4.58099
	 582	   L2	    2	[3P1]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     8.4869340E+02	        0.00160657	           4.55225
	 583	   L2	    2	[3P1]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     8.4869340E+02	        0.00160657	           4.55225
	 584	   L2	    2	[3P1]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     8.4912142E+02	       4.61382e-05	           4.71907
	 585	   L2	    2	[3P1]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     8.4914547E+02	       6.73437e-05	           4.72955
	 586	   L2	    2	[3P1]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     8.4971288E+02	        0.00278557	           4.71255
	 587	   L2	    2	[3P1]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     8.4971288E+02	        0.00278557	           4.71255
	 588	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     8.4975826E+02	        0.00014523	           4.00634
	 589	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     8.5011439E+02	        0.00057793	           3.64304
	 590	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     8.5033545E+02	          0.001034	           3.68458
	 591	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     8.5033545E+02	          0.001034	           3.68458
	 592	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     8.5074389E+02	        0.00100651	           3.37713
	 593	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     8.5086378E+02	       0.000257113	           3.24469
	 594	   L2	    2	[3P1]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     8.5340070E+02	       0.000993915	           2.29501
	 595	   L2	    2	[3P1]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     8.5369971E+02	       0.000318597	           2.23656
	 596	   L2	    2	[3P1]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     8.5369971E+02	       0.000318597	           2.23656
	 597	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     8.5518927E+02	       9.88927e-05	           2.01964
	 598	   L2	    2	[3P1]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     8.5543291E+02	       3.99383e-05	           2.23069
	 599	   L2	    2	[3P1]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     8.5547314E+02	       8.68048e-06	            2.0738
	 600	   L2	    2	[3P1]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     8.5618779E+02	       2.57043e-05	           1.91556
	 601	   L2	    2	[3P1]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     8.5666202E+02	       6.83483e-06	           1.82353
	 602	   L2	    2	[3P1]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     8.5677910E+02	       0.000321319	           3.77525
	 603	   L2	    2	[3P1]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     8.5929256E+02	       2.26886e-05	           3.58713
	 604	   L2	    2	[3P1]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     9.2012398E+02	        0.00125047	          0.903784
	 605	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     9.2534903E+02	         0.0102865	           1.49641
	 606	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     9.2535285E+02	         0.0277103	           28.0051
	 607	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     9.2554404E+02	       0.000304063	          0.903776
	 608	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     9.2563478E+02	       0.000435236	          0.903782
	 609	   L2	    2	[3P1]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     9.2633711E+02	       0.000282787	          0.903773
	 610	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     9.2636818E+02	       0.000322749	           0.90628
	 611	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     9.2637839E+02	         0.0019556	          0.906048
	 612	   L2	    2	[3P1]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     9.2664918E+02	        0.00328992	          0.903957
	 613	   L2	    2	[3P1]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     9.2671657E+02	        0.00230943	          0.906916
	 614	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     9.2823674E+02	        0.00257809	          0.903955
	 615	   L2	    2	[3P1]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     9.2847468E+02	        0.00283711	           56.8595
	 616	   L2	    2	[3P1]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     9.2896961E+02	         0.0019836	          0.903805
	 617	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     9.2905970E+02	        0.00173787	          0.904391
	 618	   L2	    2	[3P1]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     9.2918875E+02	       0.000642738	           2664.14
	 619	   L2	    2	[3P1]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     9.2934399E+02	        0.00281978	           29494.9
	 620	   L2	    2	[3P1]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     9.3486302E+02	       5.20439e-05	          0.903773
	 621	   L2	    2	[3P1]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     9.3511228E+02	        2.6546e-05	          0.903916
	 622	   L2	    2	[3P1]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9600792E+05	       2.18976e-15	          0.903773
	 623	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    1	[2P1/2]#2LS1	     3.4121600E+00	       6.78359e-05	           2.00813
	 624	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    3	[2P3/2]#1LS1	     3.5384700E+00	        0.00575624	           2.05533
	 625	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    5	[2F5/2]#1LS1	     3.8513000E+00	         0.0222148	           2.19471
	 626	   L2	    0	[3P0]#1LS1 ---> 	 L3M4	    1	[2P1/2]#1LS1	     4.6393800E+00	       0.000109388	           1.89767
	 627	   L2	    0	[3P0]#1LS1 ---> 	 L3M4	    3	[4P3/2]#1LS1	     4.9907500E+00	       0.000827765	           1.96801
	 628	   L2	    0	[3P0]#1LS1 ---> 	 L3M4	    1	[4P1/2]#1LS1	     5.1066300E+00	       0.000606233	             1.966
	 629	   L2	    0	[3P0]#1LS1 ---> 	 L3M4	    3	[2D3/2]#2LS1	     5.5701800E+00	       0.000241335	           2.01256
	 630	   L2	    0	[3P0]#1LS1 ---> 	 L3M4	    3	[4D3/2]#1LS1	     5.5701800E+00	       0.000241335	           2.01256
	 631	   L2	    0	[3P0]#1LS1 ---> 	 L3M4	    5	[4D5/2]#1LS1	     5.7005800E+00	        0.00183213	           2.02689
	 632	   L2	    0	[3P0]#1LS1 ---> 	 L3M4	    5	[2D5/2]#2LS1	     6.4541300E+00	        0.00244988	           1.85168
	 633	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    7	[4D7/2]#1LS1	     6.6769300E+00	       7.99143e-08	           1.88255
	 634	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    7	[2F7/2]#2LS1	     6.6769300E+00	       7.99143e-08	           1.88255
	 635	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    7	[2F7/2]#1LS1	     7.5323500E+00	        7.7777e-12	           1.46735
	 636	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    7	[4F7/2]#1LS1	     7.5323500E+00	        7.7777e-12	           1.46735
	 637	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    5	[2D5/2]#1LS1	     7.5847400E+00	         0.0034086	           1.69003
	 638	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    3	[2D3/2]#1LS1	     7.6280500E+00	       0.000217175	           1.69196
	 639	   L2	    0	[3P0]#1LS1 ---> 	 L3N1	    3	[2P3/2]#1LS1	     1.0648770E+01	       4.71568e-05	           1.90819
	 640	   L2	    0	[3P0]#1LS1 ---> 	 M1M1	    1	[2S1/2]#1LS1	     6.7389361E+02	       0.000147374	           4.21601
	 641	   L2	    0	[3P0]#1LS1 ---> 	 M1M3	    3	[2P3/2]#2LS1	     7.1465473E+02	       2.43663e-06	           16.1899
	 642	   L2	    0	[3P0]#1LS1 ---> 	 M1M3	    1	[2P1/2]#2LS1	     7.1481461E+02	        0.00204039	           15.6839
	 643	   L2	    0	[3P0]#1LS1 ---> 	 M1M2	    1	[2P1/2]#1LS1	     7.2834298E+02	       0.000211315	           12.5115
	 644	   L2	    0	[3P0]#1LS1 ---> 	 M1M2	    1	[4P1/2]#1LS1	     7.2923888E+02	        0.00149983	           10.4515
	 645	   L2	    0	[3P0]#1LS1 ---> 	 M1M2	    3	[4P3/2]#1LS1	     7.2942697E+02	       8.35767e-07	           11.1976
	 646	   L2	    0	[3P0]#1LS1 ---> 	 M1M3	    3	[2P3/2]#1LS1	     7.3072796E+02	       1.34226e-08	           11.8546
	 647	   L2	    0	[3P0]#1LS1 ---> 	 M1M3	    5	[4P5/2]#1LS1	     7.3116092E+02	       2.05334e-06	           8.51468
	 648	   L2	    0	[3P0]#1LS1 ---> 	 M2M2	    1	[2S1/2]#1LS1	     7.6334674E+02	        0.00235133	             1.406
	 649	   L2	    0	[3P0]#1LS1 ---> 	 M2M3	    3	[2D3/2]#1LS1	     7.6972130E+02	         0.0061799	           2.89459
	 650	   L2	    0	[3P0]#1LS1 ---> 	 M2M3	    5	[2D5/2]#1LS1	     7.6976186E+02	       0.000472386	           2.43034
	 651	   L2	    0	[3P0]#1LS1 ---> 	 M2M3	    1	[2P1/2]#1LS1	     7.7262890E+02	       0.000395889	            4.2456
	 652	   L2	    0	[3P0]#1LS1 ---> 	 M2M3	    3	[4P3/2]#1LS1	     7.7327888E+02	        0.00302675	           7.31754
	 653	   L2	    0	[3P0]#1LS1 ---> 	 M2M3	    1	[4P1/2]#1LS1	     7.7333869E+02	       0.000500332	           9.23182
	 654	   L2	    0	[3P0]#1LS1 ---> 	 M3M3	    3	[2P3/2]#1LS1	     7.7492118E+02	        0.00117145	             9.328
	 655	   L2	    0	[3P0]#1LS1 ---> 	 M3M3	    5	[4P5/2]#1LS1	     7.7550040E+02	       2.30495e-05	             10.05
	 656	   L2	    0	[3P0]#1LS1 ---> 	 M1M5	    5	[2D5/2]#2LS1	     7.9792636E+02	       0.000255102	           2.11056
	 657	   L2	    0	[3P0]#1LS1 ---> 	 M1M5	    3	[2D3/2]#2LS1	     7.9793117E+02	       0.000137728	           2.84385
	 658	   L2	    0	[3P0]#1LS1 ---> 	 M1M4	    3	[2D3/2]#1LS1	     8.0293466E+02	       2.75809e-05	           2.73126
	 659	   L2	    0	[3P0]#1LS1 ---> 	 M1M5	    5	[2D5/2]#1LS1	     8.0312302E+02	       2.19866e-05	           3.36668
	 660	   L2	    0	[3P0]#1LS1 ---> 	 M1M4	    1	[4D1/2]#1LS1	     8.0348915E+02	       0.000142029	           4.77727
	 661	   L2	    0	[3P0]#1LS1 ---> 	 M1M4	    3	[4D3/2]#1LS1	     8.0355031E+02	       0.000161512	           3.95291
	 662	   L2	    0	[3P0]#1LS1 ---> 	 M1M5	    5	[4D5/2]#1LS1	     8.0364632E+02	       1.56284e-05	           4.59158
	 663	   L2	    0	[3P0]#1LS1 ---> 	 M1M5	    7	[4D7/2]#1LS1	     8.0376958E+02	       8.93423e-05	           27.4224
	 664	   L2	    0	[3P0]#1LS1 ---> 	 M1N1	    1	[2S1/2]#1LS1	     8.1043558E+02	       7.14784e-06	           3.59886
	 665	   L2	    0	[3P0]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     8.4814353E+02	        0.00167493	           4.83737
	 666	   L2	    0	[3P0]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     8.4850522E+02	       0.000748011	           4.78642
	 667	   L2	    0	[3P0]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     8.4850522E+02	       0.000748011	           4.78642
	 668	   L2	    0	[3P0]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     8.4865227E+02	       8.19173e-06	           4.75768
	 669	   L2	    0	[3P0]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     8.4865227E+02	       8.19173e-06	           4.75768
	 670	   L2	    0	[3P0]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     8.4908029E+02	        0.00221966	            4.9245
	 671	   L2	    0	[3P0]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     8.4910434E+02	        0.00210584	           4.93498
	 672	   L2	    0	[3P0]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     8.4967175E+02	       1.36104e-05	           4.91798
	 673	   L2	    0	[3P0]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     8.4967175E+02	       1.36104e-05	           4.91798
	 674	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     8.4971713E+02	       0.000426916	           4.21177
	 675	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     8.5007326E+02	       4.44396e-05	           3.84847
	 676	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     8.5029432E+02	       4.83664e-06	           3.89001
	 677	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     8.5029432E+02	       4.83664e-06	           3.89001
	 678	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     8.5070276E+02	       5.64538e-06	           3.58256
	 679	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     8.5082265E+02	       0.000437735	           3.45012
	 680	   L2	    0	[3P0]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     8.5335957E+02	       1.74738e-05	           2.50044
	 681	   L2	    0	[3P0]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     8.5365858E+02	         0.0003703	           2.44199
	 682	   L2	    0	[3P0]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     8.5365858E+02	         0.0003703	           2.44199
	 683	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     8.5514814E+02	       1.15847e-05	           2.22507
	 684	   L2	    0	[3P0]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     8.5539178E+02	        4.3972e-07	           2.43612
	 685	   L2	    0	[3P0]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     8.5543201E+02	       8.00509e-05	           2.27923
	 686	   L2	    0	[3P0]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     8.5614666E+02	       8.52033e-07	           2.12099
	 687	   L2	    0	[3P0]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     8.5662089E+02	       8.93462e-06	           2.02896
	 688	   L2	    0	[3P0]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     8.5673797E+02	       0.000125747	           3.98068
	 689	   L2	    0	[3P0]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     8.5925143E+02	       1.25778e-08	           3.79256
	 690	   L2	    0	[3P0]#1LS1 ---> 	 M5M5	    1	[2S1/2]#1LS1	     9.2008285E+02	       0.000339647	           1.10921
	 691	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    7	[2G7/2]#1LS1	     9.2530790E+02	        0.00994323	           1.70184
	 692	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    9	[2G9/2]#1LS1	     9.2531172E+02	       0.000340641	           28.2105
	 693	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    1	[2P1/2]#1LS1	     9.2550291E+02	       2.47082e-05	            1.1092
	 694	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    3	[2P3/2]#1LS1	     9.2559365E+02	       3.05172e-05	           1.10921
	 695	   L2	    0	[3P0]#1LS1 ---> 	 M4M4	    1	[4P1/2]#1LS1	     9.2629598E+02	        4.5157e-05	            1.1092
	 696	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    3	[4P3/2]#1LS1	     9.2632705E+02	       0.000450128	           1.11171
	 697	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    5	[4P5/2]#1LS1	     9.2633726E+02	       0.000527936	           1.11147
	 698	   L2	    0	[3P0]#1LS1 ---> 	 M5M5	    3	[2D3/2]#1LS1	     9.2660805E+02	       0.000152666	           1.10938
	 699	   L2	    0	[3P0]#1LS1 ---> 	 M5M5	    5	[2D5/2]#1LS1	     9.2667544E+02	        0.00118063	           1.11234
	 700	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    5	[2F5/2]#1LS1	     9.2819561E+02	       0.000237818	           1.10938
	 701	   L2	    0	[3P0]#1LS1 ---> 	 M5M5	    7	[2F7/2]#1LS1	     9.2843355E+02	       1.57184e-05	           57.0649
	 702	   L2	    0	[3P0]#1LS1 ---> 	 M4M4	    3	[4F3/2]#1LS1	     9.2892848E+02	       1.81182e-06	           1.10923
	 703	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    5	[4F5/2]#1LS1	     9.2901857E+02	       0.000999973	           1.10982
	 704	   L2	    0	[3P0]#1LS1 ---> 	 M4M5	    7	[4F7/2]#1LS1	     9.2914762E+02	        0.00216124	           2664.35
	 705	   L2	    0	[3P0]#1LS1 ---> 	 M5M5	    9	[4F9/2]#1LS1	     9.2930286E+02	       2.64838e-07	           29495.1
	 706	   L2	    0	[3P0]#1LS1 ---> 	 M4N1	    3	[2D3/2]#1LS1	     9.3482189E+02	       1.53926e-05	            1.1092
	 707	   L2	    0	[3P0]#1LS1 ---> 	 M5N1	    5	[2D5/2]#1LS1	     9.3507115E+02	       1.20636e-05	           1.10934
	 708	   L2	    0	[3P0]#1LS1 ---> 	 L3M5	    9	[4F9/2]#1LS1	     3.9600788E+05	       1.47714e-15	            1.1092
	 709	   L3	    2	[1P1]#1LS1 ---> 	 M1M1	    1	[2S1/2]#1LS1	     6.5391112E+02	        0.00072614	           3.76384
	 710	   L3	    2	[1P1]#1LS1 ---> 	 M1M3	    3	[2P3/2]#2LS1	     6.9467224E+02	        0.00069277	           15.7377
	 711	   L3	    2	[1P1]#1LS1 ---> 	 M1M3	    1	[2P1/2]#2LS1	     6.9483212E+02	        0.00762252	           15.2317
	 712	   L3	    2	[1P1]#1LS1 ---> 	 M1M2	    1	[2P1/2]#1LS1	     7.0836049E+02	       0.000179926	           12.0593
	 713	   L3	    2	[1P1]#1LS1 ---> 	 M1M2	    1	[4P1/2]#1LS1	     7.0925639E+02	        0.00196833	           9.99935
	 714	   L3	    2	[1P1]#1LS1 ---> 	 M1M2	    3	[4P3/2]#1LS1	     7.0944448E+02	       8.79916e-06	           10.7454
	 715	   L3	    2	[1P1]#1LS1 ---> 	 M1M3	    3	[2P3/2]#1LS1	     7.1074547E+02	         0.0086559	           11.4024
	 716	   L3	    2	[1P1]#1LS1 ---> 	 M1M3	    5	[4P5/2]#1LS1	     7.1117843E+02	       1.29596e-06	           8.06251
	 717	   L3	    2	[1P1]#1LS1 ---> 	 M2M2	    1	[2S1/2]#1LS1	     7.4336425E+02	        0.00558203	          0.953836
	 718	   L3	    2	[1P1]#1LS1 ---> 	 M2M3	    3	[2D3/2]#1LS1	     7.4973881E+02	         0.0232981	           2.44242
	 719	   L3	    2	[1P1]#1LS1 ---> 	 M2M3	    5	[2D5/2]#1LS1	     7.4977937E+02	        0.00382186	           1.97817
	 720	   L3	    2	[1P1]#1LS1 ---> 	 M2M3	    1	[2P1/2]#1LS1	     7.5264641E+02	        0.00687587	           3.79343
	 721	   L3	    2	[1P1]#1LS1 ---> 	 M2M3	    3	[4P3/2]#1LS1	     7.5329639E+02	        0.00229314	           6.86537
	 722	   L3	    2	[1P1]#1LS1 ---> 	 M2M3	    1	[4P1/2]#1LS1	     7.5335620E+02	        0.00649153	           8.77965
	 723	   L3	    2	[1P1]#1LS1 ---> 	 M3M3	    3	[2P3/2]#1LS1	     7.5493869E+02	         0.0232539	           8.87583
	 724	   L3	    2	[1P1]#1LS1 ---> 	 M3M3	    5	[4P5/2]#1LS1	     7.5551791E+02	        0.00566606	           9.59787
	 725	   L3	    2	[1P1]#1LS1 ---> 	 M1M5	    5	[2D5/2]#2LS1	     7.7794387E+02	        0.00178816	           1.65839
	 726	   L3	    2	[1P1]#1LS1 ---> 	 M1M5	    3	[2D3/2]#2LS1	     7.7794868E+02	       0.000736228	           2.39168
	 727	   L3	    2	[1P1]#1LS1 ---> 	 M1M4	    3	[2D3/2]#1LS1	     7.8295217E+02	       0.000394757	           2.27909
	 728	   L3	    2	[1P1]#1LS1 ---> 	 M1M5	    5	[2D5/2]#1LS1	     7.8314053E+02	        0.00101553	           2.91451
	 729	   L3	    2	[1P1]#1LS1 ---> 	 M1M4	    1	[4D1/2]#1LS1	     7.8350666E+02	       7.12445e-05	            4.3251
	 730	   L3	    2	[1P1]#1LS1 ---> 	 M1M4	    3	[4D3/2]#1LS1	     7.8356782E+02	       0.000216468	           3.50074
	 731	   L3	    2	[1P1]#1LS1 ---> 	 M1M5	    5	[4D5/2]#1LS1	     7.8366383E+02	       0.000404767	           4.13941
	 732	   L3	    2	[1P1]#1LS1 ---> 	 M1M5	    7	[4D7/2]#1LS1	     7.8378709E+02	       7.33325e-05	           26.9702
	 733	   L3	    2	[1P1]#1LS1 ---> 	 M1N1	    1	[2S1/2]#1LS1	     7.9045309E+02	       2.98167e-05	           3.14669
	 734	   L3	    2	[1P1]#1LS1 ---> 	 M2M5	    5	[2D5/2]#2LS1	     8.2816104E+02	        0.00174537	            4.3852
	 735	   L3	    2	[1P1]#1LS1 ---> 	 M2M4	    3	[2P3/2]#2LS1	     8.2852273E+02	        0.00219682	           4.33425
	 736	   L3	    2	[1P1]#1LS1 ---> 	 M2M4	    3	[4D3/2]#1LS1	     8.2852273E+02	        0.00219682	           4.33425
	 737	   L3	    2	[1P1]#1LS1 ---> 	 M2M4	    1	[2P1/2]#2LS1	     8.2866978E+02	       0.000777164	           4.30551
	 738	   L3	    2	[1P1]#1LS1 ---> 	 M2M4	    1	[4D1/2]#1LS1	     8.2866978E+02	       0.000777164	           4.30551
	 739	   L3	    2	[1P1]#1LS1 ---> 	 M3M5	    5	[4D5/2]#1LS1	     8.2909780E+02	          0.010227	           4.47233
	 740	   L3	    2	[1P1]#1LS1 ---> 	 M3M5	    5	[2D5/2]#1LS1	     8.2912185E+02	         0.0104255	           4.48281
	 741	   L3	    2	[1P1]#1LS1 ---> 	 M3M5	    7	[4D7/2]#1LS1	     8.2968926E+02	        0.00316378	           4.46581
	 742	   L3	    2	[1P1]#1LS1 ---> 	 M3M5	    7	[2F7/2]#2LS1	     8.2968926E+02	        0.00316378	           4.46581
	 743	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    3	[2P3/2]#1LS1	     8.2973464E+02	        0.00820524	            3.7596
	 744	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    1	[2P1/2]#1LS1	     8.3009077E+02	        0.00407294	            3.3963
	 745	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    5	[4P5/2]#1LS1	     8.3031183E+02	        0.00121699	           3.43784
	 746	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    5	[2F5/2]#2LS1	     8.3031183E+02	        0.00121699	           3.43784
	 747	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    3	[4P3/2]#1LS1	     8.3072027E+02	         0.0010735	           3.13039
	 748	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    1	[4P1/2]#1LS1	     8.3084016E+02	       0.000190866	           2.99795
	 749	   L3	    2	[1P1]#1LS1 ---> 	 M2M4	    5	[2F5/2]#1LS1	     8.3337708E+02	       0.000618283	           2.04827
	 750	   L3	    2	[1P1]#1LS1 ---> 	 M2M4	    3	[2D3/2]#2LS1	     8.3367609E+02	       0.000460645	           1.98982
	 751	   L3	    2	[1P1]#1LS1 ---> 	 M2M4	    3	[4F3/2]#1LS1	     8.3367609E+02	       0.000460645	           1.98982
	 752	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    7	[2F7/2]#1LS1	     8.3516565E+02	       0.000428895	            1.7729
	 753	   L3	    2	[1P1]#1LS1 ---> 	 M3M5	    3	[2D3/2]#1LS1	     8.3540929E+02	        0.00128268	           1.98395
	 754	   L3	    2	[1P1]#1LS1 ---> 	 M3M4	    5	[4F5/2]#1LS1	     8.3544952E+02	       0.000836309	           1.82706
	 755	   L3	    2	[1P1]#1LS1 ---> 	 M3M5	    7	[4F7/2]#1LS1	     8.3616417E+02	        0.00117225	           1.66882
	 756	   L3	    2	[1P1]#1LS1 ---> 	 M3M5	    9	[4F9/2]#1LS1	     8.3663840E+02	       7.18663e-06	           1.57679
	 757	   L3	    2	[1P1]#1LS1 ---> 	 M2N1	    1	[2P1/2]#1LS1	     8.3675548E+02	       2.71441e-05	           3.52851
	 758	   L3	    2	[1P1]#1LS1 ---> 	 M3N1	    3	[2P3/2]#1LS1	     8.3926894E+02	       0.000297777	           3.34039
