#	Atomic	number	Z=	22	Date:24-03-2020											
																
#	Number	Shelli	2Ji	Eigi	--->	Shellf	2Jf	Eigf	Energy(eV)	BranchingRatio	LevelRadYield	Intensity(eV)	Weight(%)	RadWidth(eV)	AugWidth(eV)	TotWidth(eV)
	149	K	1	2	--->	L3	1	1	4.5128060E+03	3.8465820E-03	2.1474480E-01	1.8356298E-05	2.2000000E+00	1.9251860E-01	9.3911540E-01	1.1316340E+00
	150	K	1	2	--->	L3	1	2	4.5100860E+03	8.1494020E-02	2.1474480E-01	3.8889813E-04	2.2000000E+00	1.9251380E-01	9.3783700E-01	1.1303510E+00
	151	K	1	2	--->	L3	1	3	4.5094700E+03	2.6775410E-02	2.1474480E-01	1.2777510E-04	2.2000000E+00	1.9253530E-01	9.3663900E-01	1.1291740E+00
	152	K	1	2	--->	L3	1	4	4.5072400E+03	4.7749300E-02	2.1474480E-01	2.2786472E-04	2.2000000E+00	1.9346050E-01	9.5271820E-01	1.1461790E+00
	153	K	1	2	--->	L3	3	1	4.5127110E+03	6.0996270E-04	2.1474480E-01	2.9108068E-06	2.2000000E+00	1.9252030E-01	9.3973920E-01	1.1322590E+00
	154	K	1	2	--->	L3	3	2	4.5109100E+03	1.6408500E-08	2.1474480E-01	7.8303092E-11	2.2000000E+00	1.9263480E-01	9.3828940E-01	1.1309240E+00
	155	K	1	2	--->	L3	3	3	4.5102750E+03	4.9608260E-03	2.1474480E-01	2.3673590E-05	2.2000000E+00	1.9259940E-01	9.4009430E-01	1.1326940E+00
	156	K	1	2	--->	L3	3	4	4.5096360E+03	9.6907780E-02	2.1474480E-01	4.6245440E-04	2.2000000E+00	1.9262200E-01	9.3750400E-01	1.1301260E+00
	157	K	1	2	--->	L3	3	5	4.5085820E+03	2.0213550E-01	2.1474480E-01	9.6461238E-04	2.2000000E+00	1.9283160E-01	9.4062010E-01	1.1334520E+00
	158	K	1	2	--->	L3	3	6	4.5076700E+03	2.0241260E-02	2.1474480E-01	9.6593451E-05	2.2000000E+00	1.9298080E-01	9.4042640E-01	1.1334070E+00
	159	K	1	2	--->	L3	3	7	4.5054550E+03	1.8141890E-02	2.1474480E-01	8.6575030E-05	2.2000000E+00	1.9279570E-01	9.4309430E-01	1.1358900E+00
	160	K	1	2	--->	L3	5	1	4.5125630E+03	7.5748540E-07	2.1474480E-01	3.6148016E-09	2.2000000E+00	1.9252100E-01	9.4117090E-01	1.1336920E+00
	161	K	1	2	--->	L3	5	2	4.5114600E+03	6.5402350E-08	2.1474480E-01	3.1210695E-10	2.2000000E+00	1.9253340E-01	9.3820000E-01	1.1307330E+00
	162	K	1	2	--->	L3	5	3	4.5108840E+03	1.0225450E-06	2.1474480E-01	4.8796910E-09	2.2000000E+00	1.9256030E-01	9.4156970E-01	1.1341300E+00
	163	K	1	2	--->	L3	5	4	4.5107680E+03	7.6626540E-07	2.1474480E-01	3.6567010E-09	2.2000000E+00	1.9254880E-01	9.4185790E-01	1.1344070E+00
	164	K	1	2	--->	L3	5	5	4.5097210E+03	1.1691300E-06	2.1474480E-01	5.5792121E-09	2.2000000E+00	1.9267290E-01	9.4705650E-01	1.1397290E+00
	165	K	1	2	--->	L3	5	6	4.5086740E+03	1.8559410E-06	2.1474480E-01	8.8567481E-09	2.2000000E+00	1.9299020E-01	9.6305790E-01	1.1560480E+00
	166	K	1	2	--->	L3	5	7	4.5079840E+03	5.1613600E-07	2.1474480E-01	2.4630567E-09	2.2000000E+00	1.9339100E-01	9.5956380E-01	1.1529550E+00
	167	K	1	2	--->	M1	1	1	4.9028730E+03	7.2851850E-09	2.1474480E-01	3.4765677E-11	2.2000000E+00	1.9246120E-01	2.8414280E+00	3.0338890E+00
	168	K	1	2	--->	M1	1	2	4.8971380E+03	2.0070410E-09	2.1474480E-01	9.5778146E-12	2.2000000E+00	1.9246030E-01	2.1996050E+00	2.3920660E+00
	169	K	1	2	--->	M1	1	3	4.8969750E+03	3.0904170E-11	2.1474480E-01	1.4747798E-13	2.2000000E+00	1.9246040E-01	2.9160160E+00	3.1084760E+00
	170	K	1	2	--->	M1	3	1	4.9047780E+03	1.9690760E-06	2.1474480E-01	9.3966373E-09	2.2000000E+00	1.9246080E-01	2.4976120E+00	2.6900720E+00
	171	K	1	2	--->	M1	3	2	4.9028640E+03	2.9842630E-07	2.1474480E-01	1.4241221E-09	2.2000000E+00	1.9246120E-01	3.0110940E+00	3.2035560E+00
	172	K	1	2	--->	M1	3	3	4.9012330E+03	6.3137060E-09	2.1474480E-01	3.0129684E-11	2.2000000E+00	1.9246080E-01	2.5995830E+00	2.7920440E+00
	173	K	1	2	--->	M1	3	4	4.8971140E+03	4.3114740E-05	2.1474480E-01	2.0574812E-07	2.2000000E+00	1.9246000E-01	2.1342060E+00	2.3266660E+00
	174	K	1	2	--->	M1	5	1	4.9047630E+03	1.3127190E-06	2.1474480E-01	6.2644372E-09	2.2000000E+00	1.9246090E-01	2.8050300E+00	2.9974910E+00
	175	K	1	2	--->	M1	5	2	4.9028520E+03	2.6536220E-06	2.1474480E-01	1.2663368E-08	2.2000000E+00	1.9246120E-01	2.8997960E+00	3.0922580E+00
	176	K	1	2	--->	M1	5	3	4.9012300E+03	1.7393520E-08	2.1474480E-01	8.3003715E-11	2.2000000E+00	1.9246140E-01	2.6686760E+00	2.8611370E+00
	177	K	1	2	--->	M1	5	4	4.8989410E+03	4.8069790E-05	2.1474480E-01	2.2939407E-07	2.2000000E+00	1.9245960E-01	1.9777100E+00	2.1701700E+00
	178	K	1	2	--->	M1	7	1	4.9047430E+03	3.9164250E-09	2.1474480E-01	1.8689597E-11	2.2000000E+00	1.9246090E-01	2.7791560E+00	2.9716170E+00
	179	K	1	2	--->	M1	7	2	4.9003960E+03	5.5771360E-10	2.1474480E-01	2.6614686E-12	2.2000000E+00	1.9246080E-01	2.5503720E+00	2.7428330E+00
	180	K	1	2	--->	M1	7	3	4.8988980E+03	3.4876510E-07	2.1474480E-01	1.6643445E-09	2.2000000E+00	1.9246080E-01	1.9948220E+00	2.1872830E+00
	181	K	1	2	--->	M1	9	1	4.9047170E+03	1.8367730E-08	2.1474480E-01	8.7652784E-11	2.2000000E+00	1.9246090E-01	2.5281090E+00	2.7205700E+00
	182	K	1	2	--->	M1	9	2	4.9003900E+03	7.8986230E-12	2.1474480E-01	3.7693061E-14	2.2000000E+00	1.9246070E-01	2.5006260E+00	2.6930870E+00
	183	K	1	2	--->	M2	1	2	4.9350130E+03	7.7528480E-04	2.1474480E-01	3.6997410E-06	2.2000000E+00	1.9244250E-01	7.2142250E-01	9.1386490E-01
	184	K	1	2	--->	M2	1	4	4.9310280E+03	1.4275710E-03	2.1474480E-01	6.8125206E-06	2.2000000E+00	1.9244290E-01	7.1387450E-01	9.0631740E-01
	185	K	1	2	--->	M2	1	6	4.9267130E+03	4.5828440E-04	2.1474480E-01	2.1869815E-06	2.2000000E+00	1.9244290E-01	7.1533940E-01	9.0778230E-01
	186	K	1	2	--->	M2	3	4	4.9337600E+03	8.6802050E-06	2.1474480E-01	4.1422870E-08	2.2000000E+00	1.9244210E-01	7.2158510E-01	9.1402720E-01
	187	K	1	2	--->	M2	3	5	4.9328510E+03	3.5190500E-03	2.1474480E-01	1.6793282E-05	2.2000000E+00	1.9244250E-01	7.3407220E-01	9.2651470E-01
	188	K	1	2	--->	M2	3	6	4.9311020E+03	2.3444030E-04	2.1474480E-01	1.1187743E-06	2.2000000E+00	1.9244310E-01	7.1413890E-01	9.0658200E-01
	189	K	1	2	--->	M2	5	3	4.9350910E+03	4.5311630E-12	2.1474480E-01	2.1623188E-14	2.2000000E+00	1.9244240E-01	7.1984300E-01	9.1228540E-01
	190	K	1	2	--->	M2	5	7	4.9316590E+03	2.5603150E-11	2.1474480E-01	1.2218099E-13	2.2000000E+00	1.9244310E-01	8.5038730E-01	1.0428300E+00
	191	K	1	2	--->	M3	1	1	4.9373490E+03	5.3987660E-04	2.1474480E-01	2.5763482E-06	2.2000000E+00	1.9244210E-01	7.2110100E-01	9.1354310E-01
	192	K	1	2	--->	M3	1	3	4.9330680E+03	5.1704920E-03	2.1474480E-01	2.4674138E-05	2.2000000E+00	1.9244220E-01	7.3043180E-01	9.2287400E-01
	193	K	1	2	--->	M3	1	5	4.9290910E+03	1.1049750E-02	2.1474480E-01	5.2730574E-05	2.2000000E+00	1.9244300E-01	7.0924370E-01	9.0168680E-01
	194	K	1	2	--->	M3	1	7	4.9196250E+03	1.5878510E-02	2.1474480E-01	7.5773946E-05	2.2000000E+00	1.9256320E-01	1.3867690E+00	1.5793320E+00
	195	K	1	2	--->	M3	3	1	4.9373150E+03	3.6727940E-04	2.1474480E-01	1.7526966E-06	2.2000000E+00	1.9244210E-01	7.2165340E-01	9.1409550E-01
	196	K	1	2	--->	M3	3	2	4.9351140E+03	2.1451100E-03	2.1474480E-01	1.0236696E-05	2.2000000E+00	1.9244220E-01	7.2273330E-01	9.1517560E-01
	197	K	1	2	--->	M3	3	3	4.9341340E+03	2.3357940E-05	2.1474480E-01	1.1146657E-07	2.2000000E+00	1.9244250E-01	7.1764240E-01	9.1008500E-01
	198	K	1	2	--->	M3	3	7	4.9295550E+03	5.0807080E-02	2.1474480E-01	2.4245677E-04	2.2000000E+00	1.9244300E-01	7.1633550E-01	9.0877850E-01
	199	K	1	2	--->	M3	3	8	4.9290930E+03	8.4953350E-04	2.1474480E-01	4.0540643E-06	2.2000000E+00	1.9244340E-01	7.0932810E-01	9.0177160E-01
	200	K	1	2	--->	M3	3	9	4.9271710E+03	1.7647960E-04	2.1474480E-01	8.4217942E-07	2.2000000E+00	1.9244300E-01	7.1549300E-01	9.0793600E-01
	201	K	1	2	--->	M3	3	10	4.9191910E+03	1.1630080E-02	2.1474480E-01	5.5499959E-05	2.2000000E+00	1.9256440E-01	1.3675390E+00	1.5601040E+00
	202	K	1	2	--->	M3	5	1	4.9372600E+03	1.5061700E-07	2.1474480E-01	7.1876061E-10	2.2000000E+00	1.9244210E-01	7.2283410E-01	9.1527620E-01
	203	K	1	2	--->	M3	5	2	4.9352740E+03	2.2113070E-07	2.1474480E-01	1.0552593E-09	2.2000000E+00	1.9244230E-01	7.2327140E-01	9.1571360E-01
	204	K	1	2	--->	M3	5	4	4.9341160E+03	1.7268510E-09	2.1474480E-01	8.2407163E-12	2.2000000E+00	1.9244250E-01	7.1950930E-01	9.1195180E-01
	205	K	1	2	--->	M3	5	5	4.9338820E+03	9.7458460E-11	2.1474480E-01	4.6508206E-13	2.2000000E+00	1.9244240E-01	7.2071770E-01	9.1316010E-01
	206	K	1	2	--->	M3	5	6	4.9337780E+03	3.8271200E-10	2.1474480E-01	1.8263424E-12	2.2000000E+00	1.9244280E-01	8.0927480E-01	1.0017180E+00
	207	K	1	2	--->	M3	5	8	4.9312030E+03	4.1920360E-07	2.1474480E-01	2.0004841E-09	2.2000000E+00	1.9244320E-01	7.1412170E-01	9.0656480E-01
	208	K	1	2	--->	M3	5	9	4.9293910E+03	8.7228560E-08	2.1474480E-01	4.1626400E-10	2.2000000E+00	1.9244300E-01	7.1631050E-01	9.0875350E-01
	209	K	1	2	--->	M3	5	10	4.9231940E+03	1.3885720E-10	2.1474480E-01	6.6264157E-13	2.2000000E+00	1.9251240E-01	2.6120190E+00	2.8045320E+00
	210	K	1	2	--->	M3	5	11	4.9179320E+03	1.3395690E-08	2.1474480E-01	6.3925650E-11	2.2000000E+00	1.9260440E-01	1.5417890E+00	1.7343930E+00
	211	K	1	2	--->	M4	3	1	4.9683380E+03	3.6880150E-05	2.1474480E-01	1.7599602E-07	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	212	K	1	2	--->	M4	5	1	4.9682980E+03	2.4562450E-05	2.1474480E-01	1.1721461E-07	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	213	K	1	2	--->	N1	1	1	4.9705000E+03	1.3673420E-09	2.1474480E-01	6.5251021E-12	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	214	K	1	2	--->	N1	1	2	4.9697030E+03	2.4955610E-10	2.1474480E-01	1.1909086E-12	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	215	K	1	2	--->	N1	1	3	4.9668980E+03	1.1446780E-15	2.1474480E-01	5.4625261E-18	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	216	K	1	2	--->	N1	3	1	4.9720970E+03	2.2532890E-07	2.1474480E-01	1.0752934E-09	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	217	K	1	2	--->	N1	3	2	4.9704970E+03	2.6563450E-08	2.1474480E-01	1.2676360E-10	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	218	K	1	2	--->	N1	3	3	4.9704800E+03	2.4789760E-08	2.1474480E-01	1.1829940E-10	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	219	K	1	2	--->	N1	3	4	4.9696920E+03	4.6103090E-06	2.1474480E-01	2.2000881E-08	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	220	K	1	2	--->	N1	5	1	4.9720860E+03	1.3256040E-07	2.1474480E-01	6.3259224E-10	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	221	K	1	2	--->	N1	5	2	4.9713490E+03	5.2514860E-06	2.1474480E-01	2.5060642E-08	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	222	K	1	2	--->	N1	5	3	4.9705030E+03	1.7799200E-07	2.1474480E-01	8.4939693E-10	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	223	K	1	2	--->	N1	5	4	4.9704650E+03	1.3388640E-07	2.1474480E-01	6.3892030E-10	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	224	K	1	2	--->	N1	7	1	4.9720720E+03	7.9985310E-10	2.1474480E-01	3.8169841E-12	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	225	K	1	2	--->	N1	7	2	4.9713180E+03	4.9179690E-08	2.1474480E-01	2.3469068E-10	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	226	K	1	2	--->	N1	7	3	4.9697590E+03	1.4375310E-12	2.1474480E-01	6.8600510E-15	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	227	K	1	2	--->	N1	9	1	4.9720540E+03	3.1103980E-09	2.1474480E-01	1.4843151E-11	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	228	K	1	2	--->	N1	9	2	4.9697590E+03	1.8826980E-11	2.1474480E-01	8.9844377E-14	2.2000000E+00	0.0000000E+00	0.0000000E+00	0.0000000E+00
	229	K	1	3	--->	K	1	1	4.2060000E+00	4.8600760E-17	2.1604840E-01	2.3333588E-19	2.2000000E+00	3.8938590E-01	1.4063450E+00	1.7957300E+00
	230	K	1	3	--->	K	1	2	4.1796900E+00	3.5294390E-16	2.1604840E-01	1.6945099E-18	2.2000000E+00	3.8614420E-01	1.4065670E+00	1.7927110E+00
	231	K	1	3	--->	K	3	1	6.1964800E+00	2.9257570E-17	2.1604840E-01	1.4046778E-19	2.2000000E+00	3.8960250E-01	1.4071830E+00	1.7967850E+00
	232	K	1	3	--->	K	3	2	4.5081100E+00	3.9701640E-14	2.1604840E-01	1.9061054E-16	2.2000000E+00	3.8935780E-01	1.4072370E+00	1.7965950E+00
	233	K	1	3	--->	K	3	3	4.1940900E+00	8.5305330E-16	2.1604840E-01	4.0955726E-18	2.2000000E+00	3.8983270E-01	1.4074980E+00	1.7973310E+00
	234	K	1	3	--->	K	3	4	4.1509200E+00	3.0851560E-16	2.1604840E-01	1.4812063E-18	2.2000000E+00	3.8862930E-01	1.4069110E+00	1.7955410E+00
	235	K	1	3	--->	K	5	1	6.2019000E+00	5.9585590E-17	2.1604840E-01	2.8607491E-19	2.2000000E+00	3.8609550E-01	1.4070750E+00	1.7931710E+00
	236	K	1	3	--->	K	5	2	6.1493200E+00	3.9735620E-19	2.1604840E-01	1.9077361E-21	2.2000000E+00	3.8476630E-01	1.4068640E+00	1.7916310E+00
	237	K	1	3	--->	K	5	3	4.5194000E+00	6.0186360E-14	2.1604840E-01	2.8895915E-16	2.2000000E+00	3.9326460E-01	1.4073310E+00	1.8005960E+00
	238	K	1	3	--->	K	5	4	4.1755800E+00	5.2493210E-16	2.1604840E-01	2.5202391E-18	2.2000000E+00	3.9069630E-01	1.4076740E+00	1.7983710E+00
	239	K	1	3	--->	K	7	1	6.1704200E+00	1.9381620E-29	2.1604840E-01	9.3052596E-32	2.2000000E+00	3.8842610E-01	1.4073780E+00	1.7958040E+00
	240	K	1	3	--->	K	7	3	3.5977300E+00	9.4007020E-29	2.1604840E-01	4.5133487E-31	2.2000000E+00	3.8994130E-01	1.4073940E+00	1.7973350E+00
	241	K	1	3	--->	K	9	2	3.6174100E+00	1.2330220E-28	2.1604840E-01	5.9198294E-31	2.2000000E+00	3.8885280E-01	1.4074580E+00	1.7963110E+00
	242	K	1	3	--->	L1	1	1	4.4067350E+03	1.6337620E-12	2.1604840E-01	7.8438163E-15	2.2000000E+00	1.9479890E-01	4.8042570E+00	4.9990560E+00
	243	K	1	3	--->	L1	1	2	4.4047040E+03	6.0946840E-12	2.1604840E-01	2.9261035E-14	2.2000000E+00	1.9473510E-01	4.8683220E+00	5.0630570E+00
	244	K	1	3	--->	L1	1	3	4.4017500E+03	1.7958760E-08	2.1604840E-01	8.6221344E-11	2.2000000E+00	1.9477200E-01	4.9022090E+00	5.0969810E+00
	245	K	1	3	--->	L1	3	1	4.4087810E+03	1.4407170E-08	2.1604840E-01	6.9169868E-11	2.2000000E+00	1.9479410E-01	4.6532320E+00	4.8480260E+00
	246	K	1	3	--->	L1	3	2	4.4067220E+03	3.1339650E-07	2.1604840E-01	1.5046400E-09	2.2000000E+00	1.9479740E-01	4.7333010E+00	4.9280980E+00
	247	K	1	3	--->	L1	3	3	4.4063530E+03	3.1109770E-04	2.1604840E-01	1.4936034E-06	2.2000000E+00	1.9474190E-01	4.8352010E+00	5.0299430E+00
	248	K	1	3	--->	L1	3	4	4.4046790E+03	1.7814750E-07	2.1604840E-01	8.5529956E-10	2.2000000E+00	1.9471900E-01	4.8692670E+00	5.0639860E+00
	249	K	1	3	--->	L1	5	1	4.4087630E+03	1.3865310E-08	2.1604840E-01	6.6568400E-11	2.2000000E+00	1.9480030E-01	4.7106690E+00	4.9054690E+00
	250	K	1	3	--->	L1	5	2	4.4067090E+03	6.6806760E-06	2.1604840E-01	3.2074412E-08	2.2000000E+00	1.9457870E-01	4.7825470E+00	4.9771260E+00
	251	K	1	3	--->	L1	5	3	4.4066320E+03	4.0325180E-06	2.1604840E-01	1.9360421E-08	2.2000000E+00	1.9458130E-01	4.6754060E+00	4.8699870E+00
	252	K	1	3	--->	L1	5	4	4.4063520E+03	4.6079070E-04	2.1604840E-01	2.2122910E-06	2.2000000E+00	1.9480290E-01	4.7632330E+00	4.9580360E+00
	253	K	1	3	--->	L1	7	1	4.4087380E+03	1.1287600E-13	2.1604840E-01	5.4192606E-16	2.2000000E+00	1.9479840E-01	4.6542730E+00	4.8490710E+00
	254	K	1	3	--->	L1	7	2	4.4066400E+03	1.5277640E-10	2.1604840E-01	7.3349105E-13	2.2000000E+00	1.9475690E-01	4.7995840E+00	4.9943410E+00
	255	K	1	3	--->	L1	7	3	4.4054390E+03	4.0766580E-06	2.1604840E-01	1.9572345E-08	2.2000000E+00	1.9479040E-01	4.8469930E+00	5.0417830E+00
	256	K	1	3	--->	L1	9	1	4.4087050E+03	1.4640640E-11	2.1604840E-01	7.0290822E-14	2.2000000E+00	1.9479660E-01	4.4638480E+00	4.6586450E+00
	257	K	1	3	--->	L1	9	2	4.4054480E+03	5.0987540E-06	2.1604840E-01	2.4479508E-08	2.2000000E+00	1.9478290E-01	4.5820780E+00	4.7768610E+00
	258	K	1	3	--->	L2	1	5	4.5081840E+03	2.9343470E-05	2.1604840E-01	1.4088019E-07	2.2000000E+00	1.9379200E-01	9.4272550E-01	1.1365180E+00
	259	K	1	3	--->	L2	1	6	4.5071960E+03	4.7380520E-03	2.1604840E-01	2.2747735E-05	2.2000000E+00	1.9445810E-01	9.5555800E-01	1.1500160E+00
	260	K	1	3	--->	L2	1	7	4.5034350E+03	2.9373270E-01	2.1604840E-01	1.4102329E-03	2.2000000E+00	1.9415120E-01	9.5653390E-01	1.1506850E+00
	261	K	1	3	--->	L2	3	8	4.5086070E+03	1.9300270E-01	2.1604840E-01	9.2662035E-04	2.2000000E+00	1.9409390E-01	9.3576630E-01	1.1298600E+00
	262	K	1	3	--->	L2	3	9	4.5080670E+03	5.1040210E-02	2.1604840E-01	2.4504782E-04	2.2000000E+00	1.9381680E-01	9.3857220E-01	1.1323890E+00
	263	K	1	3	--->	L2	3	10	4.5068930E+03	2.8801930E-02	2.1604840E-01	1.3828021E-04	2.2000000E+00	1.9514790E-01	9.6427830E-01	1.1594260E+00
	264	K	1	3	--->	L2	3	11	4.5062080E+03	4.1248770E-03	2.1604840E-01	1.9803842E-05	2.2000000E+00	1.9510070E-01	9.6942680E-01	1.1645280E+00
	265	K	1	3	--->	L2	5	8	4.5097970E+03	8.6658090E-19	2.1604840E-01	4.1605199E-21	2.2000000E+00	1.9436110E-01	9.6519030E-01	1.1595510E+00
	266	K	1	3	--->	L2	5	9	4.5090500E+03	1.4158060E-17	2.1604840E-01	6.7973875E-20	2.2000000E+00	1.9424290E-01	9.7098580E-01	1.1652290E+00
	267	K	1	3	--->	L2	5	10	4.5081290E+03	2.2040990E-19	2.1604840E-01	1.0582044E-21	2.2000000E+00	1.9388460E-01	9.4395260E-01	1.1378370E+00
	268	K	1	3	--->	L2	5	11	4.5072300E+03	2.7563170E-19	2.1604840E-01	1.3233285E-21	2.2000000E+00	1.9488810E-01	9.6313360E-01	1.1580220E+00
	269	K	1	3	--->	L3	1	1	4.5169860E+03	2.3021260E-05	2.1604840E-01	1.1052675E-07	2.2000000E+00	1.9378170E-01	9.3829150E-01	1.1320730E+00
	270	K	1	3	--->	L3	1	2	4.5142660E+03	3.3415820E-03	2.1604840E-01	1.6043182E-05	2.2000000E+00	1.9377690E-01	9.3701310E-01	1.1307900E+00
	271	K	1	3	--->	L3	1	3	4.5136500E+03	7.0488530E-04	2.1604840E-01	3.3842079E-06	2.2000000E+00	1.9379840E-01	9.3581510E-01	1.1296140E+00
	272	K	1	3	--->	L3	1	4	4.5114190E+03	1.2991780E-04	2.1604840E-01	6.2374521E-07	2.2000000E+00	1.9472350E-01	9.5189430E-01	1.1466180E+00
	273	K	1	3	--->	L3	3	1	4.5168910E+03	4.5124910E-05	2.1604840E-01	2.1664804E-07	2.2000000E+00	1.9378330E-01	9.3891530E-01	1.1326990E+00
	274	K	1	3	--->	L3	3	2	4.5150900E+03	3.6079670E-03	2.1604840E-01	1.7322120E-05	2.2000000E+00	1.9389780E-01	9.3746550E-01	1.1313630E+00
	275	K	1	3	--->	L3	3	3	4.5144550E+03	4.4944810E-03	2.1604840E-01	2.1578339E-05	2.2000000E+00	1.9386250E-01	9.3927040E-01	1.1331330E+00
	276	K	1	3	--->	L3	3	4	4.5138160E+03	8.3371170E-03	2.1604840E-01	4.0027130E-05	2.2000000E+00	1.9388500E-01	9.3668010E-01	1.1305650E+00
	277	K	1	3	--->	L3	3	5	4.5127620E+03	4.1384010E-03	2.1604840E-01	1.9868772E-05	2.2000000E+00	1.9409470E-01	9.3979620E-01	1.1338910E+00
	278	K	1	3	--->	L3	3	6	4.5118500E+03	1.6363380E-02	2.1604840E-01	7.8561809E-05	2.2000000E+00	1.9424390E-01	9.3960250E-01	1.1338460E+00
	279	K	1	3	--->	L3	3	7	4.5096350E+03	2.7469350E-01	2.1604840E-01	1.3188243E-03	2.2000000E+00	1.9405880E-01	9.4227040E-01	1.1363290E+00
	280	K	1	3	--->	L3	5	1	4.5167430E+03	6.3042070E-16	2.1604840E-01	3.0266964E-18	2.2000000E+00	1.9378400E-01	9.4034700E-01	1.1341310E+00
	281	K	1	3	--->	L3	5	2	4.5156390E+03	5.4534070E-17	2.1604840E-01	2.6182208E-19	2.2000000E+00	1.9379640E-01	9.3737610E-01	1.1311730E+00
	282	K	1	3	--->	L3	5	3	4.5150640E+03	8.5351540E-16	2.1604840E-01	4.0977913E-18	2.2000000E+00	1.9382330E-01	9.4074580E-01	1.1345690E+00
	283	K	1	3	--->	L3	5	4	4.5149480E+03	6.3950710E-16	2.1604840E-01	3.0703211E-18	2.2000000E+00	1.9381180E-01	9.4103400E-01	1.1348460E+00
	284	K	1	3	--->	L3	5	5	4.5139000E+03	9.7670780E-16	2.1604840E-01	4.6892488E-18	2.2000000E+00	1.9393590E-01	9.4623260E-01	1.1401690E+00
	285	K	1	3	--->	L3	5	6	4.5128530E+03	1.5532150E-15	2.1604840E-01	7.4571031E-18	2.2000000E+00	1.9425330E-01	9.6223400E-01	1.1564870E+00
	286	K	1	3	--->	L3	5	7	4.5121630E+03	4.3242390E-16	2.1604840E-01	2.0760999E-18	2.2000000E+00	1.9465410E-01	9.5873990E-01	1.1533940E+00
	287	K	1	3	--->	M1	1	1	4.9070520E+03	1.5333880E-13	2.1604840E-01	7.3619110E-16	2.2000000E+00	1.9372430E-01	2.8406040E+00	3.0343280E+00
	288	K	1	3	--->	M1	1	2	4.9013180E+03	4.0239890E-12	2.1604840E-01	1.9319471E-14	2.2000000E+00	1.9372340E-01	2.1987810E+00	2.3925050E+00
	289	K	1	3	--->	M1	1	3	4.9011550E+03	3.6195210E-11	2.1604840E-01	1.7377588E-13	2.2000000E+00	1.9372350E-01	2.9151920E+00	3.1089150E+00
	290	K	1	3	--->	M1	3	1	4.9089580E+03	5.0502640E-11	2.1604840E-01	2.4246693E-13	2.2000000E+00	1.9372390E-01	2.4967880E+00	2.6905120E+00
	291	K	1	3	--->	M1	3	2	4.9070430E+03	3.8327470E-10	2.1604840E-01	1.8401308E-12	2.2000000E+00	1.9372420E-01	3.0102710E+00	3.2039950E+00
	292	K	1	3	--->	M1	3	3	4.9054120E+03	5.3283250E-05	2.1604840E-01	2.5581684E-07	2.2000000E+00	1.9372390E-01	2.5987590E+00	2.7924830E+00
	293	K	1	3	--->	M1	3	4	4.9012940E+03	5.8004820E-09	2.1604840E-01	2.7848544E-11	2.2000000E+00	1.9372310E-01	2.1333820E+00	2.3271050E+00
	294	K	1	3	--->	M1	5	1	4.9089430E+03	3.4096920E-11	2.1604840E-01	1.6370186E-13	2.2000000E+00	1.9372400E-01	2.8042060E+00	2.9979300E+00
	295	K	1	3	--->	M1	5	2	4.9070320E+03	4.3019480E-09	2.1604840E-01	2.0653972E-11	2.2000000E+00	1.9372430E-01	2.8989720E+00	3.0926970E+00
	296	K	1	3	--->	M1	5	3	4.9054100E+03	7.9918080E-05	2.1604840E-01	3.8369270E-07	2.2000000E+00	1.9372450E-01	2.6678520E+00	2.8615770E+00
	297	K	1	3	--->	M1	5	4	4.9031210E+03	7.5137040E-08	2.1604840E-01	3.6073860E-10	2.2000000E+00	1.9372270E-01	1.9768860E+00	2.1706090E+00
	298	K	1	3	--->	M1	7	1	4.9089230E+03	1.2845800E-12	2.1604840E-01	6.1673650E-15	2.2000000E+00	1.9372390E-01	2.7783320E+00	2.9720560E+00
	299	K	1	3	--->	M1	7	2	4.9045760E+03	1.1945830E-06	2.1604840E-01	5.7352827E-09	2.2000000E+00	1.9372380E-01	2.5495480E+00	2.7432720E+00
	300	K	1	3	--->	M1	7	3	4.9030780E+03	8.3906020E-11	2.1604840E-01	4.0283899E-13	2.2000000E+00	1.9372380E-01	1.9939980E+00	2.1877220E+00
